报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),52577,33977,15370,66501,45401,28326,12430,59704,40948,52881,48491,39559,31689,
营业收入(万元),52577,33977,15370,66501,45401,28326,12430,59704,40948,52881,48491,39559,31689,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),40938,27444,13499,53367,35241,23342,11639,46851,32187,42667,39103,30329,23312,
营业成本(万元),27137,18147,9125,34844,22859,14938,7486,31815,21547,28772,25515,20782,15744,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),312,224,74,408,248,167,76,343,253,319,444,1347,1591,
销售费用(万元),1323,918,501,1954,1255,805,379,1706,1179,1688,1636,962,706,
管理费用(万元),11769,7918,3753,15497,10400,7061,3546,12244,8693,10767,10264,7152,5252,
财务费用(万元),-76,-28,18,378,324,198,99,514,422,956,1098,-0,-59,
资产减值损失(万元),474,265,27,286,156,173,52,228,93,166,147,86,78,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),556,283,74,34,10,6,--,--,11,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13217,7349,1945,13168,10170,4989,792,12853,8771,10214,9387,9230,8377,
营业外收入(万元),297,82,175,1875,966,784,297,1269,834,1073,796,456,84,
营业外支出(万元),22,15,5,62,36,15,3,236,154,75,107,25,42,
非流动资产处置损失(万元),13,6,3,55,35,15,3,106,25,75,101,22,22,
利润总额(万元),13492,7416,2115,14980,11100,5758,1086,13885,9451,11212,10076,9662,8419,
所得税费用(万元),2025,1220,422,2202,1754,929,203,2051,1563,1721,1674,1804,1461,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11467,6196,1693,12777,9346,4829,883,11834,7888,9491,8402,7857,6958,
归属于母公司所有者的净利润(万元),10667,5671,1566,11577,8501,4336,661,10488,6886,8514,7784,7363,6505,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,27,25,
少数股东损益(万元),799,525,127,1200,845,493,222,1346,1003,977,618,495,454,
基本每股收益,0.48,0.26,0.07,0.68,--,0.26,0.04,0.64,--,0.52,0.47,0.45,0.39,
稀释每股收益,0.48,0.26,0.07,0.68,--,0.26,0.04,0.64,--,0.52,0.47,0.45,0.39,
