报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),32252,17989,30110,20397,12116,26860,26789,23271,
营业收入(万元),32252,17989,30110,20397,12116,26860,26789,23271,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),28731,16736,25734,17437,10541,22991,23097,20572,
营业成本(万元),22717,13185,18404,12203,7387,16302,17109,15596,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),286,163,235,148,54,165,150,120,
销售费用(万元),2462,1473,2890,1999,1318,2608,2332,2132,
管理费用(万元),2958,1853,4033,2821,1734,3351,3361,2625,
财务费用(万元),158,87,132,119,108,221,221,200,
资产减值损失(万元),149,-25,40,147,-60,343,-76,-102,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),3571,1295,4375,2960,1576,3869,3693,2699,
营业外收入(万元),494,186,97,70,57,206,80,199,
营业外支出(万元),28,20,26,25,12,38,84,27,
非流动资产处置损失(万元),6,--,--,--,--,--,1,1,
利润总额(万元),4037,1461,4446,3005,1620,4037,3690,2871,
所得税费用(万元),571,237,817,553,332,687,576,456,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),3466,1224,3629,2452,1288,3350,3114,2415,
归属于母公司所有者的净利润(万元),3466,1224,3629,2452,1288,3350,3114,2415,
被合并方在合并前实现净利润(万元),--,--,--,--,--,587,1269,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,
基本每股收益,0.47,0.17,0.51,0.35,0.19,0.49,--,--,
稀释每股收益,--,--,--,--,--,--,--,--,
