报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),12861,5889,27143,10065,24946,18891,16721,
营业收入(万元),12861,5889,27143,10065,24946,18891,16721,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),13206,7090,23746,11599,21575,17714,16692,
营业成本(万元),8231,3890,16200,6715,13987,11245,10049,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),156,82,225,103,135,105,172,
销售费用(万元),1295,759,2058,1280,2329,1869,1939,
管理费用(万元),3347,2449,4899,3445,4897,4195,4137,
财务费用(万元),158,89,163,102,210,247,144,
资产减值损失(万元),19,-180,201,-46,17,52,249,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,70,70,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),91,-1201,3467,-1463,3371,1177,29,
营业外收入(万元),242,206,917,266,525,503,1323,
营业外支出(万元),7,6,3,1,27,2,13,
非流动资产处置损失(万元),--,1,3,1,0,2,2,
利润总额(万元),326,-1001,4381,-1199,3868,1677,1340,
所得税费用(万元),26,46,591,27,595,292,146,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),300,-1048,3790,-1225,3273,1385,1194,
归属于母公司所有者的净利润(万元),347,-1001,3749,-1153,3434,1402,1208,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-46,-46,41,-72,-161,-16,-13,
基本每股收益,0.05,-0.14,0.54,-0.17,0.49,0.2,0.17,
稀释每股收益,0.05,-0.14,0.54,-0.17,0.49,0.2,0.17,
