报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),83417,219891,151644,103960,46884,137342,97912,67574,36675,161431,124311,93492,51095,228424,163470,115654,51065,219765,170186,101981,47966,258221,201557,141354,337432,302847,171472,
营业收入(万元),83417,219891,151644,103960,46884,137342,97912,67574,36675,161431,124311,93492,51095,228424,163470,115654,51065,219765,170186,101981,47966,258221,201557,141354,337432,302847,171472,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),79573,211229,153998,103295,46567,144098,105752,73968,43066,211040,144328,103146,53831,224942,160576,113814,50575,213902,165187,98696,45815,246908,192524,134914,325710,292028,164252,
营业成本(万元),74179,189244,138813,93275,42457,126987,90765,62471,35221,162511,124740,92159,49968,212059,151334,107064,48355,204511,158262,94262,43963,239896,186830,131040,317037,283891,159734,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),354,2398,1755,951,522,1363,652,498,248,128,104,89,76,892,833,735,13,86,6,6,1,111,90,48,129,304,43,
销售费用(万元),230,1334,988,634,332,1359,814,567,302,914,645,405,206,910,612,396,186,861,651,396,204,888,671,459,1061,969,769,
管理费用(万元),3247,12068,8073,4738,2070,8782,6711,4359,2195,6171,3429,1597,751,3261,2480,1622,710,2912,2189,1478,709,2913,1920,1196,2498,2175,1618,
财务费用(万元),1235,5678,4285,2817,1300,3008,2473,1694,899,4656,3974,2964,1770,6629,5071,3823,1248,4717,3325,2103,838,3004,2934,2122,4883,4810,2236,
资产减值损失(万元),328,507,84,881,-114,2598,4337,4378,4201,36659,11436,5931,1062,1192,245,174,64,816,755,451,101,96,79,49,102,-121,-148,
公允价值变动收益(万元),0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1222,5979,5979,--,--,8581,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-196,--,
对联营企业和合营企业的投资收益(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5066,14684,3625,665,317,1826,-7839,-6393,-6391,-49609,-20017,-9653,-2737,3482,2894,1840,491,5862,4999,3285,2151,11313,9034,6440,11722,10624,7220,
营业外收入(万元),244,10007,8490,7409,290,1808,1121,931,211,2328,3610,501,323,3669,1667,1328,591,1493,443,303,178,831,554,388,551,1029,959,
营业外支出(万元),18,2,1,1,--,1,--,--,--,480,--,--,--,1,1,1,0,12,10,10,7,83,1,1,103,78,82,
非流动资产处置损失(万元),--,--,0,0,--,1,--,--,--,480,--,--,--,1,--,--,--,7,5,5,5,0,0,--,0,7,16,
