报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),63826,324379,206042,148916,79268,576798,288364,169803,55552,824653,411212,185340,51330,737518,523354,376389,38261,545660,124927,53063,30352,672056,377320,336315,162399,440613,272539,195070,85383,366452,293074,146713,84363,347349,286611,171170,83022,279313,224140,128492,39153,228558,240938,202674,58672,127777,76716,52150,11152,106864,60095,31438,2451,
营业收入(万元),63826,324379,206042,148916,79268,576798,288364,169803,55552,824653,411212,185340,51330,737518,523354,376389,38261,545660,124927,53063,30352,672056,377320,336315,162399,440613,272539,195070,85383,366452,293074,146713,84363,347349,286611,171170,83022,279313,224140,128492,39153,228558,240938,202674,58672,127777,76516,52150,11152,106864,60095,31438,2451,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
营业总成本(万元),39830,192751,134202,95788,43976,424337,221833,146036,49683,658534,305478,165504,47091,600748,411884,325291,33553,423105,116694,45019,26220,577053,269882,221688,115351,321029,196794,138732,55497,254937,184787,96224,54496,228084,191163,128941,57422,169833,142983,87136,24150,148128,157501,128410,43440,96440,59512,42091,10110,94272,52404,27645,2295,
营业成本(万元),25505,126669,92150,64343,29076,329428,182132,122982,37417,542126,243110,134099,28739,487096,335580,275314,22309,339244,83819,25897,16644,479999,206114,178553,94210,256397,149938,105199,41277,200231,140378,74122,42624,182071,156059,107315,46920,133716,106546,64632,16744,107146,116254,96763,35963,81954,51489,37302,8515,84848,47285,24806,1668,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,
