报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),34823,24164,45634,28618,38456,32960,24704,
营业收入(万元),34823,24164,45634,28618,38456,32960,24704,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),29468,20151,37372,23860,30598,26708,20520,
营业成本(万元),23165,15757,29083,18392,23513,20008,15395,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),365,218,425,214,334,311,218,
销售费用(万元),1609,1192,1880,1187,1734,1428,1178,
管理费用(万元),3677,2642,4742,3142,4094,3611,3210,
财务费用(万元),451,267,694,557,589,832,464,
资产减值损失(万元),201,74,547,367,335,519,55,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),--,--,-82,-82,168,187,27,
对联营企业和合营企业的投资收益(万元),--,--,-15,-15,168,187,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),5355,4013,8181,4676,8025,6439,4210,
营业外收入(万元),911,342,1079,624,616,566,586,
营业外支出(万元),21,4,17,15,5,65,7,
非流动资产处置损失(万元),19,3,17,15,4,47,--,
利润总额(万元),6245,4351,9242,5284,8636,6940,4789,
所得税费用(万元),917,633,1406,777,1253,1003,701,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),5328,3718,7836,4507,7383,5937,4088,
归属于母公司所有者的净利润(万元),5328,3718,7836,4507,7383,5937,4088,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,
基本每股收益,0.63,0.44,0.93,0.54,0.88,0.71,0.49,
稀释每股收益,0.63,0.44,0.93,0.54,0.88,0.71,0.49,
