报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),202265,816873,585902,362424,153580,552050,368476,208678,81971,388161,288713,200047,75102,400167,276966,179939,65027,287365,178559,127358,81477,45641,38539,
营业收入(万元),202265,816873,585902,362424,153580,552050,368476,208678,81971,388161,288713,200047,75102,400167,276966,179939,65027,287365,178559,127358,81477,45641,38539,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),203417,759679,539542,329401,137283,495919,332323,191055,76396,361483,258454,172867,64159,349642,238223,150468,54252,237535,161948,114790,68380,41202,37059,
营业成本(万元),174570,645182,451172,276432,115250,417606,277951,160594,66581,306681,220399,146451,55396,296736,199435,125507,45473,200875,134516,94779,56329,34125,31502,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2013,6184,3762,2542,1428,3850,1209,686,335,1935,1502,1112,318,2760,2141,1307,460,1480,1076,678,405,169,133,
销售费用(万元),4054,17351,17126,9828,3909,18321,13725,7992,2512,16095,11134,7209,2309,15780,11406,6963,1604,7110,4275,2756,1906,1425,905,
管理费用(万元),15254,61877,43669,27157,11799,43428,29913,16535,6746,31738,22143,14321,4758,26429,19644,13031,5298,21458,15891,11271,8154,5118,4107,
财务费用(万元),5648,22596,15244,8199,2799,7940,6053,3731,973,3076,2606,2302,802,6277,4417,3125,1015,5131,5765,4616,824,330,279,
资产减值损失(万元),1878,6490,8568,5243,2098,4775,3474,1517,-750,1958,671,1473,576,1660,1180,534,402,1481,425,689,762,36,132,
公允价值变动收益(万元),--,385,353,357,--,858,47,--,--,-38,--,30,0,-4,12,4,--,--,--,--,-0,0,--,
投资收益(万元),2413,11663,4267,1683,-323,893,79,-2,-0,419,8,4,--,38,-0,-1,--,91,--,--,12,2,--,
对联营企业和合营企业的投资收益(万元),1905,5087,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),22009,81622,50980,35063,15973,57882,36279,17621,5574,27059,30267,27214,10943,50559,38755,29475,10775,49921,16611,12567,13108,4441,1480,
营业外收入(万元),41,209,2989,1182,308,3146,1452,618,298,3312,551,338,117,1408,1101,376,104,2007,3721,742,431,515,611,
营业外支出(万元),179,890,1598,1187,568,3160,69,53,10,256,227,149,105,231,176,151,7,713,115,247,640,37,176,
非流动资产处置损失(万元),--,--,1255,1076,545,3037,41,41,2,171,164,130,90,173,150,127,0,581,54,136,593,26,37,
利润总额(万元),21871,80942,52371,35058,15714,57868,37662,18187,5862,30114,30590,27402,10956,51736,39680,29700,10872,51215,20217,13062,12899,4920,1915,
所得税费用(万元),5380,13311,7649,4073,2473,9325,5128,2730,858,4351,5394,4180,1835,7901,5855,4429,1834,7601,3633,1962,2502,709,311,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),16491,67631,44722,30985,13241,48543,32534,15458,5004,25763,25196,23222,9121,43835,33825,25271,9038,43614,16584,11100,10397,4211,1604,
归属于母公司所有者的净利润(万元),16563,66855,43979,30612,13257,47346,31405,15262,5046,25555,24889,23170,9229,43376,33384,25071,9011,43268,16154,10709,10194,4175,1705,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-83,49,-87,
少数股东损益(万元),-72,776,743,373,-16,1197,1130,196,-42,209,307,53,-108,459,441,200,27,346,430,392,203,35,-102,
基本每股收益,0.31,1.27,0.83,0.58,0.25,0.96,0.65,0.34,0.11,0.58,0.57,0.54,0.21,1.08,0.83,0.63,0.23,1.08,0.4,0.27,0.83,0.35,0.14,
稀释每股收益,0.31,1.27,0.83,0.58,0.25,0.96,0.65,0.34,0.11,0.58,0.57,0.54,0.21,1.08,0.83,0.63,0.23,1.08,0.4,0.27,0.83,0.35,0.14,
