报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,
营业总收入(万元),9338963,6909932,4554343,1734462,6460776,4764397,3004792,1531208,5912432,4450254,2919854,1314994,6189029,4709594,3160856,1534088,7019433,5231285,3484255,1751203,7522746,5551312,3701002,1841289,7759814,5677205,3687696,1847425,7238187,5175959,3332156,1564200,6067238,4394851,2894601,1470541,4794292,3570375,2068376,854245,3683576,2744921,1765195,835339,3282931,2388877,1546502,756916,2489862,1087096,
营业收入(万元),9338963,6909932,4554343,1734462,6460776,4764397,3004792,1531208,5912432,4450254,2919854,1314994,6189029,4709594,3160856,1534088,7019433,5231285,3484255,1751203,7522746,5551312,3701002,1841289,7759814,5677205,3687696,1847425,7238187,5175959,3332156,1564200,6067238,4394851,2894601,1470541,4794292,3570375,2068376,854245,3683576,2744921,1765195,835339,3282931,2388877,1546502,756916,2489862,1087096,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,--,0,0,0,0,0,
营业总成本(万元),9146386,6643248,4350303,1642767,6324619,4575844,2931643,1508387,5517751,4111885,2645929,1265636,5793323,4264095,2859810,1419688,6672786,4647841,3121447,1560776,6838330,4939350,3399318,1685440,7301612,5388987,3553157,1795355,7020591,5046677,3227133,1539944,5715538,4150841,2769899,1462258,4557884,3388769,1972496,862042,3763675,2822043,1719371,765432,2704091,1948584,1251051,613141,2004146,861439,
营业成本(万元),7875595,5818603,3810690,1422439,5376258,3965085,2535473,1313939,4361650,3308811,2085273,1005277,4240621,3347852,2235055,1138007,4909913,3668211,2489779,1264226,5407777,4011553,2812235,1395637,6072232,4530168,2984089,1512965,5984434,4344942,2780610,1335169,4942796,3596784,2410883,1274268,3942507,2952074,1692390,724722,3244338,2458858,1486512,653634,2363097,1710195,1094468,529759,1755237,751710,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,0,0,--,0,0,0,0,0,
