报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),4231,7802,7807,5102,2220,3363,1111,533,416,6035,6663,5364,2872,70967,49115,29270,14281,87008,64598,39521,21841,109417,78863,54766,26220,71083,56713,40607,21815,81686,61618,39956,17822,65676,47359,29241,12122,72445,57796,41950,20775,91696,69072,46443,22371,95227,71015,45804,22078,
营业收入(万元),4231,7802,7807,5102,2220,3363,1111,533,416,6035,6663,5364,2872,70967,49115,29270,14281,87008,64598,39521,21841,109417,78863,54766,26220,71083,56713,40607,21815,81686,61618,39956,17822,65676,47359,29241,12122,72445,57796,41950,20775,91696,69072,46443,22371,95227,71015,45804,22078,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
营业总成本(万元),4651,10557,6776,4377,2344,8563,4649,3679,1544,16809,13688,10594,4480,78052,52426,31195,15242,93311,65658,39428,21719,116795,80721,55861,27083,85540,61579,42739,22785,88791,64070,41406,18730,77550,55066,34241,15484,77827,56943,40945,20196,88131,66112,44532,21568,91563,67455,43677,21295,
营业成本(万元),3786,4789,4816,3042,1582,2085,933,550,412,8451,7729,7168,3113,70039,47011,27376,13171,85547,60872,36490,20386,107661,75397,52208,25109,71844,52134,36710,19867,76446,56169,36312,16281,65442,46471,29179,13093,64671,49732,36296,17838,77970,58620,39423,18856,80676,61699,39842,19245,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
营业税金及附加(万元),3,38,30,18,2,69,7,6,6,18,35,11,5,179,122,116,80,329,296,103,32,139,110,78,15,429,332,251,149,420,339,207,126,384,268,185,46,338,292,223,109,505,438,287,186,782,518,305,146,
销售费用(万元),165,137,106,78,38,102,15,--,--,134,134,126,104,616,437,306,140,642,510,253,55,752,682,485,290,979,810,518,291,1170,919,697,282,1362,960,572,289,2287,1167,676,349,1676,1370,925,482,1771,1188,772,341,
管理费用(万元),364,995,618,396,229,1861,1225,1024,522,3524,2116,1130,501,2270,1484,992,449,2485,1682,1118,399,2741,1709,1194,682,4089,2884,1950,983,4339,3067,1964,962,4572,3360,1936,965,3992,2695,1809,981,3088,2534,1707,1127,4420,2066,1420,1044,
财务费用(万元),333,2034,1241,905,501,2648,2538,2168,713,4287,3178,1662,757,4473,3260,2293,1401,4533,2418,1582,850,4836,2701,1772,944,7908,5443,3333,1496,6383,3582,2232,1079,5545,3823,2377,1090,5892,3011,1941,920,4612,3151,2189,917,3834,1984,1338,519,
资产减值损失(万元),--,2564,-35,-63,-7,1799,-68,-68,-108,395,497,497,--,474,112,112,--,-225,-119,-119,-2,666,123,124,43,289,-24,-24,--,35,-6,-6,--,245,183,-8,--,648,45,--,0,280,0,0,0,80,0,0,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1965,--,--,--,357,--,--,--,233,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
投资收益(万元),-40,-181,-154,-114,-59,-65,-2,-1,-4,-603,-402,-321,-74,731,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,0,--,0,0,0,--,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,-154,-114,-59,-65,-2,-1,-4,--,-402,-321,--,-6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
