报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),56483,434769,386991,285791,155010,722967,515239,397967,190633,860259,476217,265745,87395,798403,432908,299285,110664,791517,442589,270167,105579,618326,339883,208833,87189,451908,307861,212030,115231,402788,259090,176579,75216,321107,218097,147906,72322,270606,173194,120502,45691,246860,173464,115800,51073,216159,146635,98930,48328,
营业收入(万元),56483,434769,386991,285791,155010,722967,515239,397967,190633,860259,476217,265745,87395,798403,432908,299285,110664,791517,442589,270167,105579,618326,339883,208833,87189,451908,307861,212030,115231,402788,259090,176579,75216,321107,218097,147906,72322,270606,173194,120502,45691,246860,173464,115800,51073,216159,146635,98930,48328,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),77841,757777,443647,322180,168457,918496,582507,437681,206768,927888,532604,299298,104546,795337,451779,311289,124621,787453,461204,286310,119132,621996,347553,216725,95907,454296,314239,214987,118515,396346,254781,172926,76580,315842,212517,143225,70112,257953,165684,116959,44426,259856,179569,113355,49287,286952,141571,95117,44924,
营业成本(万元),42007,348352,325887,241815,132417,641734,459833,352636,174075,749401,421833,226675,69110,638429,343739,244145,95004,650058,371890,226329,90509,505603,286943,174899,74609,372941,260496,180118,100709,327530,209399,142937,61997,248179,168688,113869,57043,202199,128278,91601,33180,187247,132216,85617,35649,164435,100512,66639,32171,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
