报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),73988,32207,102946,72244,46141,21111,69317,51272,34093,16485,67506,50814,34781,16307,66702,48158,30230,13245,53052,39541,27826,
营业收入(万元),73988,32207,102946,72244,46141,21111,69317,51272,34093,16485,67506,50814,34781,16307,66702,48158,30230,13245,53052,39541,27826,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),36700,14971,56071,37256,23667,10448,40973,28210,18502,8894,40000,28059,19279,9451,41688,28845,18575,8255,35494,27908,22134,
营业成本(万元),28125,10770,39848,25198,15865,6810,26297,17947,11625,5537,22912,15863,11043,5003,22353,14900,9275,4045,18030,14006,11394,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1087,341,2064,1500,925,346,1792,906,594,275,951,570,282,136,619,483,360,124,579,436,325,
销售费用(万元),472,188,933,592,373,182,730,465,311,151,613,350,242,157,803,545,326,144,823,535,102,
管理费用(万元),4080,2071,8386,5887,3680,1464,6667,4820,3034,1378,7334,4630,2760,1442,6709,4474,2857,1169,5880,4991,5167,
财务费用(万元),2290,1154,4698,3655,2518,1298,5142,3863,2591,1298,8522,6856,5050,2611,11002,8272,5403,2508,10110,8001,4767,
资产减值损失(万元),646,447,142,424,307,348,344,210,347,256,-332,-210,-99,103,203,171,354,265,71,-60,379,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),431,133,613,479,408,63,368,20,13,7,86,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
