报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),206959,102194,257342,116477,23813,9055,65781,46158,22119,4810,145584,100689,47351,14469,194759,102723,46330,7955,117173,72461,28029,9656,126115,83168,33404,7741,91728,43354,18466,5082,78499,41167,17774,4489,61388,40576,60798,47192,
营业收入(万元),205759,101503,255146,114675,22287,8291,62499,44104,20696,4003,142499,99180,46322,13943,193421,102723,46330,7955,117173,72461,28029,9656,126115,83168,33404,7741,91728,43354,18466,5082,78499,41137,17774,4489,61388,40576,60798,47192,
利息收入(万元),1200,691,2196,1802,1526,764,3282,2054,1423,807,3084,1509,1029,526,1338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
营业总成本(万元),190357,94259,252054,113035,24101,9810,64659,45293,22787,5461,140607,99118,46246,14969,189239,100880,45470,8750,115373,71282,27474,10078,123530,81927,32919,8362,86937,41137,18451,5896,74777,39200,17620,5131,57671,38644,57315,44091,
营业成本(万元),173646,87319,222880,98429,20497,7638,54648,37999,18509,3736,124972,88481,40778,12629,170347,88424,39953,6705,103430,63668,24592,8399,112491,74669,29895,6870,78305,37280,15832,4717,69609,36225,15674,4246,52689,35058,51406,38988,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,
营业税金及附加(万元),1399,790,1482,463,118,56,477,145,111,80,889,385,220,105,1098,552,219,29,551,83,46,31,378,213,46,11,324,98,73,42,246,222,164,35,517,241,398,494,
销售费用(万元),659,469,3496,968,585,429,2033,666,535,350,3146,1478,1162,444,1660,1646,645,351,1638,1019,485,295,1070,823,421,219,857,578,426,222,777,631,520,246,945,850,1077,741,
管理费用(万元),13408,5807,19043,10680,1807,1227,4387,3522,2560,1433,6379,3982,2963,1555,9636,4526,2223,1207,6134,3500,1467,761,6679,3575,1149,578,4255,1421,982,578,2454,1347,927,489,1941,1375,2215,2058,
财务费用(万元),1379,547,3102,1728,1212,571,2748,2049,1432,678,4617,4057,2565,1139,4713,4114,2254,992,4206,3185,2046,840,3124,2397,1257,808,1452,1344,619,135,645,565,419,266,1186,892,1819,1466,
资产减值损失(万元),-134,-673,2053,767,-118,-112,366,912,-361,-816,605,734,-1442,-903,1784,1619,175,-534,-585,-172,-1163,-248,-212,251,151,-124,1745,417,519,203,1046,210,-84,-152,394,228,400,344,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,-4,
