报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),269434,188285,48648,557889,459313,269215,30618,286051,186446,105868,11736,176840,134522,90056,25432,162614,124858,84346,17966,74706,52212,34807,3973,62800,53160,31147,49980,36706,24565,
营业收入(万元),269434,188285,48648,557889,459313,269215,30618,286051,186446,105868,11736,176840,134522,90056,25432,162614,124858,84346,17966,74706,52212,34807,3973,62800,53160,31147,49980,36706,24565,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),227527,163373,46911,452174,373601,222666,28959,243678,156021,91403,13373,156643,116273,76269,21795,141317,107774,71828,15062,63250,41997,27617,3647,50826,43911,25687,40559,29366,21585,
营业成本(万元),180691,129370,36054,376381,309208,185271,22234,195459,126798,73639,9055,119396,89713,59381,16833,111936,85759,57966,11822,47071,32008,22247,2523,40583,35661,21436,33989,24926,19109,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),4433,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1069,889,515,1168,890,664,392,1164,-179,174,188,4519,4006,2725,706,4868,3800,2566,463,2509,1757,1176,134,2139,1810,1073,1650,1202,804,
销售费用(万元),4544,2542,698,7248,5696,3584,774,4212,2246,1424,654,3365,2033,1196,554,2662,1613,836,531,1113,810,365,180,677,565,153,334,604,302,
管理费用(万元),14232,12509,4857,24728,17632,11093,3689,22875,13503,9060,2951,13516,9181,5685,2144,9870,6998,4392,1662,6122,4208,2282,882,3400,2189,1401,2582,1564,761,
财务费用(万元),15644,10051,4338,14049,8628,5382,1984,7418,4832,2575,855,4502,3377,2290,1159,5008,2414,1314,511,1019,572,242,102,956,742,478,594,94,13,
资产减值损失(万元),6914,8012,449,28600,31546,16673,-114,12551,8822,4532,-330,11346,7963,4992,399,6973,7190,4755,73,5416,2641,1306,-173,3071,2944,1146,1410,977,597,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-184,-309,-47,810,247,303,299,68,-260,-17,-12,91,39,-23,-18,-20,-3,--,--,--,--,--,--,--,--,--,--,-3,-23,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,10,299,68,-260,-17,-12,91,39,-23,-18,-20,-3,--,--,--,--,--,--,--,--,--,--,-3,-23,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),43983,26474,3335,110109,88923,49286,1958,42441,30165,14447,-1649,20288,18289,13764,3619,21277,17080,12518,2903,11456,10215,7189,326,11974,9250,5461,9421,7337,2958,
营业外收入(万元),201,67,57,208,101,44,893,3296,1300,734,132,1816,969,625,270,1484,1210,955,241,710,175,77,46,2362,1498,1486,1450,1467,1586,
营业外支出(万元),3174,2815,1112,2863,252,187,49,454,296,240,19,261,130,68,7,283,134,5,--,129,128,119,0,60,53,5,23,58,10,
非流动资产处置损失(万元),--,--,--,--,--,40,--,9,2,2,--,67,48,47,--,18,5,5,--,--,--,4,--,--,--,--,8,1,--,
利润总额(万元),41010,23726,2280,107454,88773,49142,2802,45283,31169,14942,-1536,21843,19128,14320,3882,22478,18157,13468,3144,12038,10261,7147,372,14276,10695,6942,10847,8746,4533,
所得税费用(万元),7339,4096,445,19431,14393,7975,737,8301,5646,2529,284,4485,3357,2487,834,4373,2972,2253,627,1646,1634,1105,78,1599,2708,1751,2703,2220,1245,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),33671,19630,1835,88023,74380,41168,2065,36982,25524,12413,-1820,17358,15771,11833,3048,18105,15185,11215,2517,10391,8627,6042,293,12677,7987,5190,8144,6526,3288,
归属于母公司所有者的净利润(万元),32531,18957,1700,84398,71800,39655,1146,33931,24036,12261,-2009,15921,14984,11257,2645,16677,14593,10751,2186,10410,8753,6131,327,12725,7994,5187,8151,6545,3288,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1140,673,135,3625,2580,1512,919,3051,1487,151,189,1437,787,576,404,1428,592,464,332,-18,-125,-88,-34,-48,-7,3,-6,-19,--,
基本每股收益,0.2,0.12,0.01,0.53,0.45,0.25,0.01,0.35,0.25,0.13,-0.04,0.36,0.34,0.26,0.06,0.38,0.34,0.5,0.1,0.51,0.43,0.3,0.02,1.14,0.78,0.51,0.79,0.66,0.48,
