报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),43021,28001,12316,43692,30689,19269,7628,44895,32260,20110,54345,52998,40102,41985,
营业收入(万元),43021,28001,12316,43692,30689,19269,7628,44895,32260,20110,54345,52998,40102,41985,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),36998,23836,10707,36266,25228,15615,6251,35623,26079,16420,45349,46498,35064,36561,
营业成本(万元),31378,20559,9151,29500,20302,12475,4820,28661,20973,13229,37862,38651,28179,30280,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),265,170,85,303,185,128,49,282,199,117,345,301,233,232,
销售费用(万元),2732,1767,846,3365,2471,1642,765,3601,2571,1668,3679,3691,3419,3232,
管理费用(万元),2759,1432,703,3153,1935,1234,649,2724,1719,1161,2678,2755,2257,1978,
财务费用(万元),-1139,-749,-358,-253,-3,41,35,284,238,191,743,854,751,536,
资产减值损失(万元),1002,655,279,198,339,96,-67,71,379,55,42,245,226,303,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),44,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),44,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6067,4166,1609,7426,5461,3654,1377,9272,6181,3690,8996,6500,5037,5424,
营业外收入(万元),793,731,560,598,518,496,242,486,288,233,632,483,239,158,
营业外支出(万元),195,190,80,146,92,86,73,55,18,16,175,95,56,39,
非流动资产处置损失(万元),81,76,68,128,86,83,71,50,15,15,162,77,19,0,
利润总额(万元),6665,4707,2089,7878,5887,4064,1546,9703,6450,3907,9454,6888,5221,5543,
所得税费用(万元),1033,721,326,1265,942,652,241,1444,995,606,1379,886,707,2308,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5632,3986,1763,6614,4945,3413,1305,8258,5455,3301,8074,6002,4514,3235,
归属于母公司所有者的净利润(万元),5632,3986,1763,6614,4945,3413,1305,8258,5455,3301,8074,6002,4514,3235,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.47,0.33,0.22,0.99,0.79,0.57,0.22,1.38,0.91,0.55,1.35,1,0.75,0.54,
稀释每股收益,0.47,0.33,0.22,0.99,0.79,0.57,0.22,1.38,0.91,0.55,1.35,1,0.75,0.54,
