报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),222316,104155,354156,269251,186132,90186,263259,199949,142847,72694,210374,163350,109174,53567,168180,136476,93586,46365,142432,113128,74653,36198,131221,100374,67585,32595,117052,88501,60935,31020,88390,65538,43472,20631,53788,40981,27074,12331,40137,30525,19864,8709,28948,6355,23199,21253,
营业收入(万元),222316,104155,354156,269251,186132,90186,263259,199949,142847,72694,210374,163350,109174,53567,168180,136476,93586,46365,142432,113128,74653,36198,131221,100374,67585,32595,117052,88501,60935,31020,88390,65538,43472,20631,53788,40981,27074,12331,40137,30525,19864,8709,28948,6355,23199,21253,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
营业总成本(万元),169409,79820,294599,211156,143158,69857,211482,154313,108183,56522,173062,129107,83266,41776,139742,109534,73640,36727,117154,90970,58171,28444,105297,80163,53000,25456,95281,72555,47869,24562,71365,53389,34760,16538,42635,32387,21697,9880,32647,24693,15975,7164,23967,5409,19026,17474,
营业成本(万元),132866,60816,213687,157647,108320,52729,161400,119837,84509,42953,126602,97209,64017,31122,100941,80542,55208,27687,88745,67348,43997,22200,82293,60811,41297,20465,75485,57303,38245,20243,57238,40711,26753,12867,33265,25396,16773,8113,28347,21556,13803,6053,20203,4470,16386,15376,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,
营业税金及附加(万元),2458,1275,3493,2660,2093,1019,3174,1751,1287,787,1939,1593,1234,601,1304,1184,861,502,977,844,609,393,993,781,552,323,834,636,447,260,450,410,308,153,411,329,216,103,234,154,129,65,190,52,147,55,
销售费用(万元),19306,8861,39977,25530,16781,7419,20279,12218,7635,3216,16931,10824,5883,2567,14844,10879,6327,2918,12397,9266,5076,1971,9622,7076,3930,1612,8352,4944,3193,1158,5368,3615,2206,844,3410,2442,1679,523,1730,1157,671,369,1065,246,742,772,
