报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),7912,31450,23223,14900,6286,16687,10526,6381,2963,20326,13529,9536,4680,18907,12621,7972,3423,15136,9785,5993,2930,13167,9237,5929,2821,10982,8021,5246,2514,11168,7752,4820,8433,5465,7639,5786,
营业收入(万元),7912,31450,23223,14900,6286,16687,10526,6381,2963,20326,13529,9536,4680,18907,12621,7972,3423,15136,9785,5993,2930,13167,9237,5929,2821,10982,8021,5246,2514,11168,7752,4820,8433,5465,7639,5786,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),6833,25255,16312,10385,4841,14405,9312,5710,2450,16555,10558,7330,3359,21661,9831,6558,2670,11946,7547,4536,2294,10081,6883,4506,2030,7842,5661,3857,2208,6841,4672,2869,5062,3109,4754,3955,
营业成本(万元),4182,16048,11379,7591,3198,9364,6173,3714,1543,10386,7292,5188,2351,10046,6878,4779,1911,8775,5531,3525,1756,7992,5586,3689,1484,6101,4317,2877,1399,5132,3558,2184,3666,2362,3393,3285,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),126,512,392,240,108,314,103,55,30,222,131,99,35,259,171,109,76,164,103,65,38,93,68,45,30,15,15,14,6,43,31,17,60,36,38,26,
销售费用(万元),667,1930,1406,797,439,998,821,539,261,1138,1036,650,297,2020,832,469,212,815,481,261,112,422,296,175,65,500,370,273,162,319,208,93,335,176,298,176,
管理费用(万元),1324,4683,3315,2097,1112,3639,2640,1694,748,4021,2768,1781,888,3934,2325,1466,613,2851,1992,1309,616,2620,1934,1231,652,2214,1679,1078,665,1248,859,544,954,526,882,401,
财务费用(万元),535,185,149,-11,-15,-712,-471,-337,-133,-949,-762,-479,-212,-605,-376,-265,-142,-770,-648,-656,-228,-1158,-1022,-654,-201,-1051,-764,-430,-24,58,3,18,27,9,68,25,
资产减值损失(万元),--,1898,-328,-328,--,802,46,46,--,1737,92,92,--,6007,0,0,--,111,88,32,--,113,20,20,--,63,44,44,--,40,13,13,21,0,74,42,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-99,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
投资收益(万元),111,810,550,236,109,690,10,10,6,649,312,283,58,648,350,266,49,502,344,--,164,118,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业利润(万元),1237,7399,7461,4751,1554,2972,1224,680,519,4420,3283,2488,1379,-2106,3140,1680,802,3593,2582,1457,799,3204,2355,1422,791,3141,2360,1389,305,4327,3080,1951,3371,2356,2885,1831,
营业外收入(万元),36,275,255,147,17,622,419,339,72,293,189,130,47,5997,283,210,147,429,250,80,34,740,525,424,270,991,776,707,60,167,75,57,219,94,166,33,
营业外支出(万元),39,361,83,51,6,128,10,-18,1,162,48,45,1,190,58,43,--,55,0,--,--,--,--,0,--,6,6,6,6,18,18,17,0,0,10,6,
非流动资产处置损失(万元),--,--,36,36,--,54,10,-18,--,133,--,45,--,139,--,--,--,--,--,--,--,--,--,0,--,--,6,6,6,9,0,9,0,0,0,0,
利润总额(万元),1233,7313,7633,4847,1565,3466,1633,1037,590,4551,3424,2573,1425,3701,3365,1847,949,3967,2832,1538,833,3944,2879,1847,1061,4127,3131,2090,360,4477,3137,1990,3590,2451,3041,1858,
所得税费用(万元),159,1172,1136,750,280,503,248,197,92,287,490,410,227,387,486,258,131,572,345,113,101,511,234,127,159,568,415,274,54,629,467,294,508,368,449,594,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
净利润(万元),1074,6142,6497,4098,1284,2963,1385,839,498,4264,2934,2163,1198,3315,2878,1589,818,3395,2488,1425,732,3433,2646,1719,902,3559,2715,1816,306,3847,2671,1696,3082,2083,2592,1264,
归属于母公司所有者的净利润(万元),1074,6157,6488,4093,1306,2952,1428,875,521,4613,3081,2233,1234,3746,2948,1619,834,3290,2423,1425,732,3433,2646,1719,902,3559,2715,1816,306,3847,2671,1696,3082,2083,2592,1264,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
少数股东损益(万元),1,-15,9,5,-22,12,-43,-36,-23,-349,-147,-70,-36,-431,-69,-30,-15,104,64,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,
