报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),58200,29173,325640,241235,172444,75771,451908,379492,245100,116569,608897,363984,189697,165415,495841,484266,332383,125759,475864,366898,206047,86039,496575,365594,254149,106335,713169,37473,25279,12924,41492,30833,20841,9572,37598,27734,17986,8817,41550,30252,20581,10008,41943,29934,19231,9551,32684,24964,16834,8258,
营业收入(万元),58200,29173,325640,241235,172444,75771,451908,379492,245100,116569,608897,363984,189697,165415,495841,484266,332383,125759,475864,366898,206047,86039,496575,365594,254149,106335,713169,37473,25279,12924,41492,30833,20841,9572,37598,27734,17986,8817,41550,30252,20581,10008,40145,29928,18838,9551,32684,24964,16834,8258,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,2,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,391,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1799,--,0,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
营业总成本(万元),123360,48956,539620,333898,225073,103629,561668,381962,249039,120225,633032,380005,205881,172976,597267,490348,331144,133520,511709,403075,243770,105947,550374,396734,272679,115754,688323,41143,27114,13009,44631,31364,21412,10248,41122,28583,18959,9483,58498,44168,33422,11209,55991,33016,20407,10115,35607,24201,15913,7675,
营业成本(万元),52364,28751,311916,226262,160491,70712,364786,290429,185462,91638,494422,290688,154054,144679,435161,409134,279716,107304,406585,331136,195734,81657,451836,341497,232591,101612,626986,30150,20213,10087,31668,23026,15544,7010,26778,19804,12811,6262,31863,24043,16398,7970,33914,24010,15048,7528,28154,21156,13909,6653,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1107,1,1,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
