报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),82845,244214,173163,103162,44719,181769,133946,78957,38961,128463,91428,57079,28178,108673,79047,52459,98011,95418,70518,
营业收入(万元),82845,244214,173163,103162,44719,181769,133946,78957,38961,128463,91428,57079,28178,108673,79047,52459,98011,95418,70518,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),73455,213070,152307,90779,39182,155604,116933,69173,34369,114673,81159,50321,24971,97123,69964,46155,87890,86887,63675,
营业成本(万元),58795,180797,128862,76966,33380,132109,98169,57388,27429,97157,69506,42562,21579,83075,60293,39949,74596,75277,53795,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),547,1583,1268,544,212,1185,616,367,280,580,360,260,180,812,538,338,855,453,319,
销售费用(万元),2285,5889,4167,2674,1232,5503,3772,2472,1264,3413,2499,1549,677,2565,1802,1185,2101,1641,1038,
管理费用(万元),7473,20537,14656,9038,4755,19538,14524,9653,5084,14358,9362,5945,2609,10246,7276,4756,8509,7453,5222,
财务费用(万元),2912,3339,2571,1413,380,-4063,-1366,-857,253,-1972,-1287,-124,-161,78,-214,-279,1669,2010,2730,
资产减值损失(万元),1443,926,784,144,-776,1332,1217,149,59,1137,719,128,88,347,269,207,160,53,570,
公允价值变动收益(万元),--,--,--,--,--,220,-27,-27,23,-220,-55,--,--,--,-167,-263,--,--,--,
投资收益(万元),770,1309,635,20,19,288,559,486,256,581,336,106,-16,-158,-74,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),10121,32922,22029,12853,5556,26673,17545,10244,4871,14151,10551,6864,3190,11391,8841,6041,10121,8531,6843,
营业外收入(万元),25,155,85,76,44,715,870,730,131,769,301,71,65,673,493,383,321,602,160,
营业外支出(万元),5,499,467,185,97,318,306,187,143,333,121,92,47,189,144,99,121,337,97,
非流动资产处置损失(万元),--,--,231,149,70,262,246,151,129,303,98,77,32,146,114,94,21,13,16,
利润总额(万元),10142,32578,21647,12744,5504,27070,18109,10787,4859,14587,10730,6844,3209,11875,9190,6325,10322,8796,6905,
所得税费用(万元),1329,4396,2301,1270,925,3863,2116,1268,863,1933,1348,614,467,1559,1155,685,1469,1046,970,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8813,28182,19346,11474,4579,23207,15993,9519,3996,12654,9382,6230,2742,10316,8035,5640,8853,7750,5936,
归属于母公司所有者的净利润(万元),8813,28182,19346,11474,4579,23207,15993,9519,3996,12654,9382,6230,2742,10316,8035,5640,8853,7750,5936,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.11,0.72,0.51,0.31,0.12,0.62,0.43,0.25,0.27,0.98,0.77,0.57,0.25,0.94,0.73,0.51,0.8,0.7,--,
稀释每股收益,0.11,0.72,0.51,0.31,0.12,0.62,0.43,0.25,0.27,0.98,0.77,0.57,0.25,0.94,0.73,0.51,0.8,0.7,--,
