报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),38560,158633,118634,73685,24225,85049,56920,32606,12299,36517,25036,15923,5919,22501,16405,10982,21118,16434,15271,
营业收入(万元),38560,158633,118634,73685,24225,85049,56920,32606,12299,36517,25036,15923,5919,22501,16405,10982,21118,16434,15271,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),33015,139570,104976,62119,21323,72390,47712,26834,10094,32100,20916,13574,4705,17869,12924,8407,16801,12789,11730,
营业成本(万元),24129,107159,82955,48383,16266,54542,34316,18921,7124,23894,16248,10535,3560,13270,9649,6342,12999,9597,9080,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),441,1548,969,702,206,741,341,160,59,296,254,201,50,190,129,101,161,169,125,
销售费用(万元),1183,5689,3721,2282,759,4529,3064,1306,393,1332,912,479,226,968,708,464,935,749,559,
管理费用(万元),4497,17739,11681,7402,2319,9441,7505,4408,2252,5089,2614,1878,718,2881,2042,1279,2405,1945,1771,
财务费用(万元),808,2398,2157,924,286,764,627,448,194,599,390,243,70,372,121,81,116,38,9,
资产减值损失(万元),1956,5037,3491,2424,1486,2373,1858,1591,72,891,498,238,81,187,275,140,185,291,187,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),265,1862,6,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7049,25116,15480,12381,2902,12659,9209,5772,2205,4417,4120,2349,1214,4632,3481,2574,4316,3645,3541,
营业外收入(万元),32,195,1254,1013,910,2656,1691,814,168,2331,1600,990,432,1064,930,451,1398,536,47,
营业外支出(万元),18,25,113,72,1,70,28,21,10,21,15,14,6,6,5,4,30,--,41,
非流动资产处置损失(万元),--,--,27,--,--,2,--,--,--,7,--,--,--,--,--,--,--,--,-0,
利润总额(万元),7063,25286,16621,13321,3811,15245,10871,6565,2364,6727,5705,3326,1640,5691,4406,3021,5685,4181,3547,
所得税费用(万元),868,2723,1953,1418,173,2455,1527,731,222,732,629,280,138,639,539,363,651,415,352,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6195,22563,14668,11903,3638,12791,9344,5834,2141,5995,5076,3045,1503,5052,3867,2659,5034,3765,3195,
归属于母公司所有者的净利润(万元),6017,22092,14047,11433,3751,12387,9295,5767,2159,6023,5076,3045,1503,5052,3867,2659,5034,3765,3195,
被合并方在合并前实现净利润(万元),--,--,--,11903,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),177,471,621,470,-113,404,49,67,-18,-27,--,--,--,--,--,--,--,--,--,
基本每股收益,0.19,0.72,0.45,0.94,0.31,1.06,0.79,0.49,0.18,0.57,0.48,0.49,0.17,0.86,0.66,0.45,0.86,0.64,0.55,
稀释每股收益,0.19,0.72,0.45,0.94,0.31,1.06,0.79,0.49,0.18,0.57,0.48,0.49,0.17,0.86,0.66,0.45,0.86,0.64,0.55,
