报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),30821,241548,137321,87145,27565,207504,110951,72234,29154,186856,95594,57831,23385,154281,81233,47462,15516,121307,60222,33269,9128,88474,45822,24161,6349,69483,33808,17522,5203,49318,29528,18493,40847,22615,31944,30170,
营业收入(万元),30821,241548,137321,87145,27565,207504,110951,72234,29154,186856,95594,57831,23385,154281,81233,47462,15516,121307,60222,33269,9128,88474,45822,24161,6349,69483,33808,17522,5203,49318,29528,18493,40847,22615,31944,30170,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),30623,215307,129375,83556,27606,184226,103809,69496,29409,162351,89102,56115,23271,133322,75458,45307,15300,107606,55481,31699,9057,76753,41481,22769,6186,60703,30694,16634,5094,43796,26968,17056,36624,20471,29504,27411,
营业成本(万元),16236,148436,83245,54308,15182,126697,67420,43816,17076,112328,61870,37858,15252,105143,55251,33056,10510,84858,40512,22661,6185,61178,30829,16257,4238,48308,22710,11769,3470,33313,20058,12616,27895,14547,22126,21506,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
