报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),52960,169017,111470,93249,46021,153040,109338,69363,33878,103251,71376,42253,17386,78958,58856,40579,24620,142284,112097,73908,33923,117539,82983,51584,18793,119379,86521,53044,24276,115364,88261,52370,25334,103640,75309,46534,23426,87157,65518,42192,19154,113865,93961,64958,25708,96115,65818,41454,17851,82890,65362,39724,12827,
营业收入(万元),52960,169017,111470,93249,46021,153040,109338,69363,33878,103251,71376,42253,17386,78958,58856,40579,24620,142284,112097,73908,33923,117539,82983,51584,18793,119379,86521,53044,24276,115364,88261,52370,25334,103640,75309,46534,23426,87157,65518,42192,19154,113865,93961,64958,25708,96115,65818,41454,17851,82890,65362,39724,12827,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,
已赚保费(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,
手续费及佣金收入(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,
营业总成本(万元),52233,170808,113827,93786,46812,148559,106092,67477,31905,99605,69369,41395,17375,81062,60915,41344,24583,140671,109529,71563,32542,116413,82922,51574,19550,119307,87196,54303,23272,112065,85511,49800,24151,100685,72548,43831,22376,83437,61959,38971,16559,115924,91718,63029,24729,94913,65245,40876,18148,81771,64236,38768,12759,
营业成本(万元),48659,159028,104363,87570,43940,137471,97622,61807,29203,88853,61363,35991,14788,70305,52647,35942,21747,128973,100450,65143,29545,106702,75753,46987,17359,109308,79288,48433,20703,102859,78301,45975,22296,91147,65688,39162,19854,74670,55603,34013,14876,108350,87194,60262,23730,89086,61483,38276,17214,78389,61775,37287,12026,
利息支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,
