报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),51282,34880,63134,45472,32080,52341,37965,32310,
营业收入(万元),51282,34880,63134,45472,32080,52341,37965,32310,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),47001,31820,56599,41124,28843,47084,32906,29983,
营业成本(万元),40434,27773,49423,35595,24999,41237,28489,24525,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),440,280,485,371,274,276,95,90,
销售费用(万元),1268,847,1896,1369,883,1412,1072,828,
管理费用(万元),3850,2387,3874,2689,1859,2930,2216,3782,
财务费用(万元),1028,594,600,628,358,815,748,562,
资产减值损失(万元),-19,-62,322,473,471,414,285,196,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,74,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),4393,3173,6535,4348,3237,5257,5133,2328,
营业外收入(万元),39,6,412,132,85,218,42,14,
营业外支出(万元),9,7,11,1,0,4,7,0,
非流动资产处置损失(万元),--,--,11,--,--,--,2,--,
利润总额(万元),4423,3172,6935,4479,3322,5471,5168,2342,
所得税费用(万元),611,418,949,793,589,821,1170,930,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),3812,2753,5986,3686,2733,4651,3998,1412,
归属于母公司所有者的净利润(万元),3816,2755,5977,3676,2722,4651,3998,1412,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),-3,-2,9,10,11,--,--,--,
基本每股收益,0.48,0.34,0.77,0.48,0.36,0.69,--,--,
稀释每股收益,--,0.34,0.77,--,0.36,0.69,--,--,
