报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),16985,73633,52863,33788,16030,59099,41042,25164,11566,46013,33389,22639,11429,39013,28834,18748,--,34588,25621,16431,8000,33467,27156,17101,9311,
营业收入(万元),16985,73633,52863,33788,16030,59099,41042,25164,11566,46013,33389,22639,11429,39013,28834,18748,--,34588,25621,16431,8000,33467,27156,17101,9311,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),15886,69749,49929,32190,15235,56977,38333,23547,10853,40375,29156,19700,10076,34325,25254,16462,--,30209,22348,14424,--,29286,23918,14870,8098,
营业成本(万元),12862,57600,41787,26970,12859,45750,31320,19016,8804,34012,24673,16862,8718,28957,21238,13827,--,25739,19159,12335,--,24657,19721,11800,6157,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),175,657,473,300,135,486,287,206,99,280,195,157,82,204,158,107,--,171,132,87,--,242,208,142,94,
销售费用(万元),766,3072,2016,1231,631,2833,1824,1114,510,1960,1437,978,447,1787,1300,857,--,1398,956,645,--,1445,1261,971,556,
管理费用(万元),1651,6761,4869,3150,1440,6470,4841,3238,1508,4253,2916,1743,813,3298,2463,1570,--,2756,1989,1318,--,2636,2393,1776,1204,
财务费用(万元),448,987,672,394,121,-408,-147,35,111,-250,-203,-74,-55,27,21,17,--,104,87,55,--,128,210,141,70,
资产减值损失(万元),-15,672,112,146,49,1846,208,-62,-180,120,137,33,71,52,75,83,--,42,26,-15,--,179,125,40,17,
公允价值变动收益(万元),--,--,--,--,--,134,106,59,60,-68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-57,-60,-57,0,2,-161,-122,-79,-25,-2,9,--,--,--,--,--,--,--,--,--,--,--,--,-7,--,
对联营企业和合营企业的投资收益(万元),--,-17,--,-2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1120,4084,3071,1742,797,2095,2694,1597,748,5568,4243,2939,1353,4688,3580,2287,--,4379,3272,2007,972,4181,3238,2224,1213,
营业外收入(万元),13,170,11,10,114,311,137,60,31,275,250,42,21,327,47,30,--,109,86,65,--,281,101,34,63,
营业外支出(万元),1,53,39,18,5,103,72,6,4,63,49,40,34,20,17,3,--,25,18,3,--,6,11,18,0,
非流动资产处置损失(万元),--,--,36,15,5,97,66,1,1,43,39,29,34,7,4,3,--,9,3,3,--,6,1,8,0,
利润总额(万元),1132,4201,3043,1734,906,2302,2759,1651,775,5780,4444,2942,1339,4994,3610,2314,--,4462,3341,2069,992,4456,3328,2240,1277,
所得税费用(万元),235,749,619,347,169,543,654,420,197,931,811,529,219,830,625,410,--,778,608,384,--,797,597,375,207,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),897,3452,2424,1387,737,1760,2105,1231,578,4850,3633,2413,1120,4164,2985,1904,--,3684,2733,1684,800,3660,2731,1865,1070,
归属于母公司所有者的净利润(万元),756,3191,2272,1240,668,1607,1969,1125,513,4707,3524,2342,1121,4164,2985,1904,976,3684,2733,1684,800,3642,2640,1798,1052,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),141,261,152,147,70,153,136,106,66,143,108,71,-1,--,--,--,--,--,--,--,--,18,91,66,18,
基本每股收益,0.02,0.09,0.07,0.04,0.02,0.05,0.06,0.03,0.04,0.4,0.3,0.2,0.14,0.6,0.45,0.31,--,0.59,0.44,0.27,--,0.58,0.45,0.34,0.2,
稀释每股收益,0.02,0.09,0.07,0.04,0.02,0.05,0.06,0.03,0.04,0.4,0.3,0.2,0.14,0.6,0.45,0.31,--,0.59,0.44,0.27,--,0.58,0.45,0.34,0.2,
