报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),93675,58081,23421,115544,90911,58523,23306,132688,102127,66447,28689,128470,95686,69470,49677,
营业收入(万元),93675,58081,23421,115544,90911,58523,23306,132688,102127,66447,28689,128470,95686,69470,49677,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),64951,42589,20624,83313,63142,42989,22509,88498,66028,42101,21170,86446,62806,43927,31041,
营业成本(万元),41776,26779,11941,54664,42171,27652,12791,56672,43202,28343,14144,52400,37156,26243,17296,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),774,297,128,1716,1318,1216,772,4349,3341,2164,949,4242,3175,2309,1610,
销售费用(万元),2941,1935,890,3889,2703,1619,827,4694,3406,2439,764,6738,7333,4208,3873,
管理费用(万元),18663,13231,7593,23058,17019,12507,7992,22529,15901,9065,5087,22428,15456,11205,8372,
财务费用(万元),796,347,71,-15,-68,-5,128,254,178,90,226,641,-316,-40,-111,
资产减值损失(万元),1,-0,1,0,0,0,--,0,0,0,1,-3,2,1,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1572,1053,450,728,495,104,--,-42,--,--,--,116,59,210,20,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),30295,16546,3248,32959,28264,15639,796,44147,36099,24346,7519,42140,32939,25754,18656,
营业外收入(万元),858,496,217,1101,796,345,151,1410,1042,857,169,1258,727,679,1141,
营业外支出(万元),385,334,162,180,77,32,19,737,407,365,44,441,348,546,510,
非流动资产处置损失(万元),--,--,--,--,--,--,--,0,60,20,6,78,22,0,114,
利润总额(万元),30768,16707,3302,33880,28983,15952,929,44821,36733,24838,7644,42956,33318,25887,19287,
所得税费用(万元),9613,5466,1281,10241,8453,4800,778,13225,10891,7306,2459,13155,6842,6835,4675,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),21156,11241,2022,23639,20530,11152,151,31596,25842,17532,5186,29801,26476,19053,14612,
归属于母公司所有者的净利润(万元),21163,11285,1983,24594,20985,11502,554,32908,26991,18408,5715,32628,26635,19144,14699,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-8,-44,39,-955,-455,-350,-404,-1312,-1149,-876,-529,-2827,-159,-91,-87,
基本每股收益,0.5,0.27,0.05,0.6,0.51,0.29,0.01,0.89,0.73,0.5,0.15,0.88,0.72,0.52,1.22,
稀释每股收益,0.5,0.27,0.05,0.6,0.51,0.29,0.01,0.89,0.73,0.5,0.15,0.88,0.72,0.52,1.22,
