报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),69639,25265,126538,90439,54374,17588,60034,39186,23213,8191,35708,24499,15776,5619,31107,24396,16355,5223,26406,18370,25133,22519,
营业收入(万元),69639,25265,126538,90439,54374,17588,60034,39186,23213,8191,35708,24499,15776,5619,31107,24396,16355,5223,26406,18370,25133,22519,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),57728,22932,109707,74698,45739,15414,54558,36262,21741,8112,32664,22264,14269,5470,28179,21503,14384,5038,23125,16077,21496,18983,
营业成本(万元),41322,15709,79143,55436,33870,11004,37082,24181,14340,5235,23039,16059,10178,3543,20484,15982,10714,3525,16676,11439,15095,13199,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),387,126,1167,671,405,82,469,179,125,49,267,145,96,33,224,184,129,33,192,148,186,200,
销售费用(万元),4914,2207,8192,5482,3546,1360,3962,2645,1570,603,2299,1736,1151,565,2383,1744,1114,498,1876,1307,1803,1713,
管理费用(万元),9850,4594,16240,11739,7132,2880,12078,8501,5127,2153,6347,4081,2641,1292,4672,3289,2162,977,4170,2976,4091,3447,
财务费用(万元),829,402,575,256,140,60,329,293,208,71,121,-37,-31,37,221,136,83,6,83,97,195,275,
资产减值损失(万元),425,-106,4389,1114,647,28,638,463,371,--,591,280,233,--,195,168,183,--,128,110,127,150,
公允价值变动收益(万元),--,--,4411,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,510,153,153,147,1687,816,372,58,793,--,--,--,--,--,--,--,--,--,--,5,
对联营企业和合营企业的投资收益(万元),--,--,147,153,180,147,1687,816,--,58,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
