报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),172197,77628,318708,204854,129975,62516,283383,185847,133608,58463,282657,190480,122599,55774,446060,361520,222833,88713,370023,266710,160280,60564,238403,149519,84061,27700,146004,98308,59226,19652,94398,66133,39382,14822,68048,46853,33801,43942,26730,30873,18417,
营业收入(万元),172197,77628,318708,204854,129975,62516,283383,185847,133608,58463,282657,190480,122599,55774,446060,361520,222833,88713,370023,266710,160280,60564,238403,149519,84061,27700,146004,98308,59226,19652,94398,66133,39382,14822,68048,46853,33801,43942,26730,30873,18417,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
营业总成本(万元),153303,75065,325058,209338,132198,62550,279027,177409,123128,51816,273573,180261,113884,51304,311832,244827,151834,63862,262998,188733,115726,44322,170917,107271,61537,21636,100647,65886,39464,13127,62639,44380,26589,10689,47646,32922,24032,33359,20372,24356,15456,
营业成本(万元),125496,56669,233290,155450,100202,48850,208186,135103,93997,39258,191957,129720,83785,38080,243433,199932,127186,53256,208277,147876,91469,36134,136501,85479,48838,17495,83261,56980,34091,11159,55149,39934,23508,9034,42297,29289,21451,29037,17400,21534,13759,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
营业税金及附加(万元),1627,900,4109,2840,1858,991,4059,1947,2204,394,3271,2308,1763,1158,3344,2584,1337,771,2964,2009,1174,363,1645,778,343,116,1125,581,424,204,936,689,438,172,694,483,311,248,207,292,101,
销售费用(万元),15185,6660,27855,18247,11799,5496,27506,16873,11206,4673,24514,16304,10563,4815,22450,15271,7909,3359,13326,8415,4700,1820,9588,6273,3923,1871,6467,4075,2512,1265,4010,2627,1732,926,2366,1614,1105,1947,1310,1286,1044,
管理费用(万元),15299,7484,34842,22854,15629,7373,37141,25583,18014,8391,39597,26887,18155,8298,40059,29182,17368,6832,31971,22512,12161,5108,20496,11243,7224,2600,10164,4728,2940,1054,4627,1829,1277,753,1707,1139,779,1434,938,727,569,
财务费用(万元),1509,4643,9001,6418,2316,-599,-10358,-5982,-5995,-80,1678,1464,-1119,-334,-2732,-5974,-3687,-513,1617,700,1023,706,-291,-536,-534,-427,-2548,-2189,-1560,-733,-2572,-1877,-936,-355,421,325,222,554,360,296,-83,
资产减值损失(万元),-5814,-1290,15961,3530,394,440,12494,3885,3703,-821,12555,3579,737,-713,5277,3831,1721,157,4843,7222,5200,190,2979,4035,1744,-19,2178,1710,1057,178,489,1179,570,160,161,73,164,139,157,221,67,
公允价值变动收益(万元),124,198,-272,-42,-216,-8,-268,-394,-439,-185,-629,-583,11,-12,-1158,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
投资收益(万元),4190,2231,7430,5688,3988,1157,5903,2880,1926,584,5929,3778,2716,1700,6289,916,897,417,4359,2693,2017,563,3284,1799,967,546,1758,1028,532,21,47,32,10,-20,154,135,68,132,117,21,46,
对联营企业和合营企业的投资收益(万元),161,101,56,134,72,2,-447,-187,-169,-150,-473,-282,-206,-126,692,855,897,417,4211,2545,1605,563,3168,1799,967,546,1758,1028,532,21,47,32,10,-20,154,114,68,90,75,74,46,
