报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),53673,211960,152301,99575,44103,130976,98408,62164,28268,114909,83421,55196,25035,120589,91412,59645,26137,112099,81528,120899,130484,
营业收入(万元),53673,211960,152301,99575,44103,130976,98408,62164,28268,114909,83421,55196,25035,120589,91412,59645,26137,112099,81528,120899,130484,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),49874,196109,140115,92727,40333,114221,83976,54562,25092,103080,75033,51122,22922,110083,83530,54498,24274,104203,76200,113195,124013,
营业成本(万元),40353,161302,116080,76219,33276,95011,70393,44592,20410,88186,63884,42861,19335,95486,72453,47351,20708,88555,64104,98750,110068,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),360,1544,766,505,264,912,444,346,103,472,353,215,146,402,300,205,133,479,337,503,371,
销售费用(万元),2637,9680,7758,5391,1867,7078,4956,4266,1475,5711,4117,2624,1202,4958,3970,2524,1294,5097,4030,4803,5179,
管理费用(万元),4718,20138,12998,8714,4265,12792,8058,5197,2651,9671,7285,4826,2320,8234,6149,4003,2114,8252,6214,7967,6275,
财务费用(万元),1253,2027,1450,903,350,-2060,-401,-207,333,-1504,-1000,205,-84,653,287,154,-2,1642,1237,1092,2084,
资产减值损失(万元),553,1418,1063,994,311,489,525,368,120,544,394,392,2,351,371,261,28,178,278,80,35,
公允价值变动收益(万元),362,594,585,537,261,-394,-230,-358,12,471,278,451,103,-1180,-1024,-1350,-413,666,104,-454,291,
投资收益(万元),254,-22,-92,-215,-84,527,273,328,139,465,305,160,15,55,41,53,-99,673,460,705,1435,
对联营企业和合营企业的投资收益(万元),-5,-25,-8,-12,15,-32,-17,12,--,-90,110,69,38,208,180,131,-103,391,320,347,607,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4788,20302,13012,7170,3948,16888,14475,7572,3327,12765,8971,4685,2231,9381,6899,3850,1350,9235,5891,7955,8197,
营业外收入(万元),--,74,2677,1462,521,1009,979,473,651,929,846,801,270,836,656,565,164,1124,1061,740,768,
营业外支出(万元),17,113,80,49,49,146,199,121,57,261,147,77,19,160,120,71,13,147,168,199,184,
非流动资产处置损失(万元),--,--,1,1,--,3,3,3,--,7,0,0,--,11,2,0,--,2,0,0,8,
利润总额(万元),4772,20263,15609,8583,4420,17751,15256,7925,3921,13432,9670,5408,2482,10057,7435,4344,1501,10212,6784,8496,8781,
所得税费用(万元),769,3624,3278,2141,946,3232,2946,1666,859,2507,1822,1089,480,1734,1218,749,372,1638,1002,1279,1246,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4002,16639,12332,6442,3474,14519,12309,6259,3062,10926,7848,4319,2003,8324,6217,3595,1129,8574,5782,7217,7535,
归属于母公司所有者的净利润(万元),3907,15950,11942,6259,3404,14484,12036,6114,2992,10720,7765,4211,1946,8234,6160,3589,1126,8595,5786,7199,7501,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),95,689,390,182,70,35,273,145,70,206,82,108,56,90,56,6,3,-21,-4,18,34,
