报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),19686,123322,90270,65115,30179,111305,77622,54653,30560,102609,66569,43264,16914,62069,39368,29711,11148,48171,29417,24270,11053,38606,25891,18506,10509,32198,11763,5935,
营业收入(万元),19686,123322,90270,65115,30179,111305,77622,54653,30560,102609,66569,43264,16914,62069,39368,29711,11148,48171,29417,24270,11053,38606,25891,18506,10509,32198,11763,5935,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),11899,109042,76882,58432,29102,86543,64757,43967,24202,71928,49005,29918,11994,46829,30390,22278,8345,34057,21178,17794,8257,27555,18631,13296,8095,24641,8797,5386,
营业成本(万元),7768,76129,59001,45291,21567,68692,48912,35636,19196,55089,37053,22516,9400,39794,24815,18254,6354,28763,17830,15105,7076,22497,14493,10252,6564,20304,6926,4259,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),369,1990,1387,840,456,1823,1257,771,461,1689,1168,690,222,259,108,101,26,305,240,267,51,867,879,620,357,1128,426,226,
销售费用(万元),1762,8607,5685,3396,1834,7312,5521,3578,1594,6128,4657,2503,920,3161,2847,1892,875,2795,2301,1704,662,1845,1239,891,339,1709,820,301,
管理费用(万元),1593,5809,3804,2416,1243,5701,4308,2879,1403,5125,4047,2105,901,2128,1545,1024,448,1772,1186,806,421,1154,884,624,282,912,641,346,
财务费用(万元),433,4900,5080,3627,2982,3384,2346,1051,540,1012,502,554,125,-257,-402,-337,-227,-683,-582,-257,-83,332,385,304,126,234,103,5,
资产减值损失(万元),-26,11607,1924,2863,1020,-368,2413,51,1008,2885,1579,1550,427,1744,1478,1345,870,1104,203,170,129,859,751,606,426,354,-118,248,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
投资收益(万元),-75,13194,9853,9712,5537,7191,6818,2929,160,863,274,-5,-19,-14,--,--,--,--,--,--,--,--,--,0,--,--,--,211,
对联营企业和合营企业的投资收益(万元),-75,9242,5901,5761,5460,-108,3,69,-10,583,294,15,1,-14,--,--,--,--,--,--,--,--,--,0,--,--,--,-202,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
