报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),14538,70387,45919,28262,13117,51993,33969,21886,10547,63253,46707,28475,10058,54152,35477,22295,12007,50638,36176,27030,15880,53165,34584,24277,12678,41509,25889,16794,9817,37556,22716,15090,7274,31646,19362,7160,26367,22372,
营业收入(万元),14538,70387,45919,28262,13117,51993,33969,21886,10547,63253,46707,28475,10058,54152,35477,22295,12007,50638,36176,27030,15880,53165,34584,24277,12678,41509,25889,16794,9817,37556,22716,15090,7274,31646,19362,7160,26367,22372,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
营业总成本(万元),12234,53009,33864,21005,9168,40383,27800,18873,9820,61028,47501,29165,9633,55023,36124,22096,11099,47080,32647,22626,13327,46984,28973,19652,10380,33263,19974,12380,7376,29574,17584,11213,5354,24375,15563,5403,20545,17280,
营业成本(万元),6305,23528,15154,8905,4629,16042,10829,8757,5795,38856,30520,18571,5570,33380,21377,11892,5724,23557,16591,11887,7494,25678,15147,10419,5757,17966,10889,6620,4330,19224,10741,6992,3167,17138,10246,3711,14942,14856,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
