报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),17534,85337,64369,46105,25466,49888,30005,20888,11333,41208,27837,18844,10031,40061,26888,17827,37008,33030,27065,
营业收入(万元),17534,85337,64369,46105,25466,49888,30005,20888,11333,41208,27837,18844,10031,40061,26888,17827,37008,33030,27065,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),16496,80697,46387,30235,15521,41353,25743,18074,9491,34283,23572,15846,8197,33405,22714,15022,30579,27379,22285,
营业成本(万元),12612,51439,36234,23248,12184,32063,20691,14465,7852,28162,19232,12818,6709,27168,18263,12131,25160,22207,18212,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),152,864,666,524,346,620,146,107,42,199,152,119,59,277,179,120,254,221,175,
销售费用(万元),1879,5748,3771,2299,972,4691,2610,1863,833,3668,2612,1807,888,3516,2387,1570,2808,2663,2106,
管理费用(万元),1617,6849,4961,3494,1906,3808,2028,1407,632,2163,1503,1056,491,2197,1610,1063,2083,2026,1558,
财务费用(万元),105,422,347,243,64,132,163,115,53,74,88,15,13,191,121,70,239,272,237,
资产减值损失(万元),130,15376,409,426,48,38,106,117,79,16,-16,31,37,56,155,68,35,-11,-3,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2,-2,--,--,--,31,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,-3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1067,5212,17981,15870,9945,8566,4262,2814,1842,6925,4265,2998,1833,6656,4174,2805,6429,5650,4780,
营业外收入(万元),43,214,708,126,17,392,290,240,136,136,117,19,16,85,34,33,60,160,99,
营业外支出(万元),42,73,68,54,49,2,2,2,--,163,119,1,3,0,--,0,2,0,2,
非流动资产处置损失(万元),--,--,14,11,6,2,2,2,--,63,18,1,3,--,--,0,1,--,--,
利润总额(万元),1069,5353,18622,15942,9912,8956,4550,3053,1978,6898,4264,3016,1847,6741,4207,2838,6487,5810,4877,
所得税费用(万元),209,3135,2920,2481,1795,1255,579,385,277,940,601,396,229,944,946,639,859,800,695,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),860,2218,15701,13461,8117,7701,3972,2668,1701,5957,3663,2620,1618,5797,3261,2199,5628,5010,4181,
归属于母公司所有者的净利润(万元),860,2218,15701,13461,8117,7701,3972,2668,1701,5957,3663,2620,1618,5797,3261,2199,5628,5010,4181,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.02,0.05,0.35,0.3,0.18,0.3,0.17,0.11,0.18,0.69,0.44,0.34,0.22,0.81,0.45,0.31,0.78,0.7,0.58,
稀释每股收益,0.02,0.05,0.35,0.3,0.18,0.3,0.17,0.11,0.18,0.69,0.44,0.34,0.22,0.81,0.45,0.31,0.78,0.7,0.58,
