报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),191323,123592,64917,216033,159820,112798,216033,291649,170723,294938,191289,183436,
营业收入(万元),191323,123592,64917,216033,159820,112798,216033,291649,170723,294938,191289,183436,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),154486,99126,52822,167791,125154,89637,167791,206296,100462,185769,162576,168638,
营业成本(万元),129821,85303,46276,141881,106302,77541,141881,170509,82129,151205,128513,141236,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1613,1252,658,1854,1318,881,1854,2561,1509,1997,1070,891,
销售费用(万元),2715,2441,1175,4521,3285,2197,4521,5795,2879,5281,5832,4962,
管理费用(万元),17118,8528,3740,21519,14471,8952,21519,26108,10833,23008,19066,15305,
财务费用(万元),601,550,109,-2225,-895,-650,-2225,257,939,4581,7448,6466,
资产减值损失(万元),2618,1052,864,243,673,716,243,1067,2175,-304,646,-222,
公允价值变动收益(万元),--,--,--,--,--,94,--,--,--,--,--,--,
投资收益(万元),381,376,217,563,472,392,563,666,88,181,-513,-159,
对联营企业和合营企业的投资收益(万元),--,231,71,310,--,237,310,32,-86,-325,-1040,-718,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),37219,24842,12312,48804,35139,23648,48804,86019,70348,109350,28200,14639,
营业外收入(万元),2121,1472,1293,1665,1082,545,1665,1375,173,872,1500,1949,
营业外支出(万元),156,150,285,729,578,210,729,1007,695,1470,840,177,
非流动资产处置损失(万元),--,136,271,346,--,3,346,447,369,979,295,5,
利润总额(万元),39183,26165,13320,49739,35643,23983,49739,86387,69826,108752,28860,16412,
所得税费用(万元),5916,3801,2092,6803,5535,3634,6803,12757,10625,15746,4543,2114,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),33267,22364,11228,42937,30108,20349,42937,73631,59201,93006,24318,14297,
归属于母公司所有者的净利润(万元),30341,20375,10004,38227,26196,18134,38227,66837,53385,83898,22593,12584,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2927,1988,1224,4710,3912,2215,4710,6794,5816,9108,1725,1713,
基本每股收益,0.7,0.51,0.25,0.96,0.65,0.45,0.96,1.67,1.34,2.1,0.57,0.32,
稀释每股收益,0.66,0.51,0.25,0.96,0.64,0.45,0.96,1.67,1.34,2.1,0.57,0.32,
