报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),37769,168755,96995,61227,27661,85425,50025,31764,12949,59270,41972,26944,9513,58887,41434,27162,11860,49619,34115,19981,8304,35617,25989,15419,23286,15091,9898,
营业收入(万元),37769,168755,96995,61227,27661,85425,50025,31764,12949,59270,41972,26944,9513,58887,41434,27162,11860,49619,34115,19981,8304,35617,25989,15419,23286,15091,9898,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),31504,136079,81402,53793,23920,76629,45314,28265,11361,53887,37123,22000,7879,46073,31571,20731,9070,38275,25365,14887,6678,28402,19740,11699,19300,12802,8321,
营业成本(万元),19824,86600,49426,31486,14003,49239,30720,19654,8019,36470,25821,15899,5879,34117,24590,16252,7303,28246,18930,11227,4900,20039,14673,8688,12440,8143,4843,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),420,1821,1032,664,346,1068,428,283,116,558,402,259,76,547,375,237,105,474,334,189,18,392,260,159,236,134,107,
销售费用(万元),6206,25230,15793,10337,4296,10931,6171,3386,949,7990,5476,2871,865,6568,3724,2308,816,6008,3862,2160,1062,5031,2603,1673,4244,2871,2216,
管理费用(万元),4820,21363,15032,11229,5378,12495,7684,4612,2148,7381,4890,2698,1115,5561,3462,2314,1073,4282,2723,1598,854,3239,2135,1076,2205,1574,1040,
财务费用(万元),-5,-121,-32,-37,-22,31,-45,-16,-4,-155,-91,-154,-96,-1205,-846,-561,-322,-1032,-813,-554,-285,-540,-244,-70,38,72,52,
资产减值损失(万元),238,1186,151,115,-82,2866,356,344,134,1643,625,427,41,485,265,180,97,297,329,266,129,241,314,172,137,9,64,
公允价值变动收益(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1478,2940,1254,1018,693,-65,951,638,572,2532,1688,1182,595,1147,919,756,151,374,411,316,315,--,--,--,--,--,--,
