报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
营业总收入(万元),36560,210935,120965,63105,17392,126197,80771,48190,15390,111745,75255,48211,14887,91146,37548,71424,27449,51665,20965,36033,15122,26513,10314,20982,12882,
营业收入(万元),36560,210935,120965,63105,17392,126197,80771,48190,15390,111745,75255,48211,14887,91146,37548,71424,27449,51665,20965,36033,15122,26513,10314,20982,12882,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业总成本(万元),36931,197349,114178,59843,18934,116432,75179,44599,16794,102495,69548,45061,16416,82226,34770,62771,24469,43596,18232,29631,13049,22038,9594,17731,11409,
营业成本(万元),28911,163830,92821,47115,12418,92000,57398,33729,11230,81792,54995,35513,12246,63115,25495,46943,17643,32078,12873,21332,9082,15790,6387,13481,8966,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
