报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),131426,89923,49449,120783,86245,54098,24392,66155,47456,28717,11966,62715,46057,32406,17507,52608,39214,27734,11531,41093,29211,19076,9688,30139,21908,16057,7715,23017,15277,10138,18426,16361,9274,
营业收入(万元),131426,89923,49449,120783,86245,54098,24392,66155,47456,28717,11966,62715,46057,32406,17507,52608,39214,27734,11531,41093,29211,19076,9688,30139,21908,16057,7715,23017,15277,10138,18426,16361,9274,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),117456,81179,45141,113223,80139,49130,22248,64563,45175,27253,10713,55477,40402,28193,15387,46987,35008,24182,10273,36636,25558,16024,8111,24841,18294,13052,6249,18278,12498,7750,13955,12945,8026,
营业成本(万元),96306,65548,39552,88961,64613,39320,17995,47409,33063,19095,6865,41563,30960,21631,11720,36589,28343,19967,8538,29704,20832,13130,6866,20379,15340,11134,5380,14281,9853,6102,11160,11288,7068,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),6846,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),760,538,148,996,445,300,146,606,334,277,29,242,188,159,146,171,137,122,6,77,77,45,3,117,71,63,29,113,106,98,87,2,1,
销售费用(万元),2481,1743,566,1962,1299,858,371,1185,726,489,92,888,615,381,257,835,617,461,159,888,641,427,157,653,420,290,134,445,322,195,346,322,165,
管理费用(万元),16729,12229,2762,17106,11815,7589,3517,13866,10207,6789,3298,11155,7829,5171,2873,7877,5370,3460,1564,5260,3698,2223,1169,4210,2983,1947,877,3137,1705,968,1876,705,424,
财务费用(万元),-258,196,2092,3392,2364,1359,509,219,698,456,576,1046,815,856,386,1085,531,161,7,628,334,223,-35,-602,-543,-404,-171,307,525,370,488,433,347,
资产减值损失(万元),433,924,--,806,-398,-296,-290,1277,146,146,-147,583,-5,-5,6,430,11,11,--,80,-23,-23,-49,84,24,24,--,-6,-14,17,-3,196,22,
公允价值变动收益(万元),--,--,--,--,--,--,--,30,30,19,33,-238,-208,116,115,183,-36,-66,-26,26,--,--,--,--,--,0,--,--,--,--,--,--,--,
投资收益(万元),482,155,--,--,--,--,--,-64,-67,-56,-42,101,65,65,--,-28,7,7,32,94,--,--,--,--,--,0,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),15175,9330,4330,7774,6114,4976,2144,1559,2245,1427,1244,7100,5512,4394,2234,5776,4176,3494,1264,4577,3653,3051,1577,5298,3614,3005,1466,4739,2779,2388,4471,3416,1248,
营业外收入(万元),19,6,65,2,148,125,37,331,276,105,35,132,58,11,4,265,209,134,113,333,116,114,71,351,192,173,105,376,88,70,127,55,16,
营业外支出(万元),149,68,0,10,10,7,4,69,37,35,30,36,15,1,1,102,7,1,1,0,0,0,--,7,6,6,0,76,3,0,0,8,4,
非流动资产处置损失(万元),--,--,--,--,5,5,3,59,30,30,29,1,1,0,0,66,--,--,--,0,0,0,--,--,6,6,0,73,--,0,0,8,4,
利润总额(万元),15044,9267,4394,7765,6252,5094,2176,1822,2484,1497,1249,7196,5555,4405,2237,5938,4379,3627,1375,4910,3769,3165,1648,5642,3799,3172,1570,5040,2864,2458,4598,3463,1261,
所得税费用(万元),2080,1249,83,328,1108,866,452,-162,191,115,164,941,636,603,576,674,767,606,179,516,576,482,246,705,759,617,304,602,395,330,631,878,-6,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),12964,8018,4311,7438,5144,4228,1725,1983,2293,1382,1084,6254,4919,3802,1660,5264,3612,3021,1197,4394,3193,2683,1402,4937,3041,2554,1266,4438,2470,2128,3967,2585,1266,
归属于母公司所有者的净利润(万元),12005,7646,3687,7317,5047,4167,1729,1621,2150,1245,1033,6123,4804,3730,1592,5052,3417,2848,1141,4394,3193,2683,1402,4937,3041,2554,1266,4438,2470,2128,3967,2585,1266,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,782,690,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),959,372,625,121,96,61,-4,363,143,137,52,131,115,72,68,212,196,173,56,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
基本每股收益,0.12,0.08,--,0.14,0.09,0.08,0.03,0.03,0.04,0.02,0.03,0.16,0.12,0.12,0.05,0.17,0.11,0.09,0.05,0.19,0.14,0.12,0.1,0.34,0.21,0.18,0.14,0.6,0.36,0.31,0.58,0.89,0.44,
稀释每股收益,0.12,0.08,--,0.14,0.09,0.08,0.03,0.03,0.04,0.02,0.03,0.16,0.12,0.12,0.05,0.17,0.11,0.09,0.05,0.19,0.14,0.12,0.1,0.34,0.21,0.18,0.14,0.6,0.36,0.31,0.58,0.89,0.44,
