报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),143202,76135,55733,190101,132483,75371,46090,151702,103297,62022,34257,124651,88604,55787,33672,106293,73883,50492,33619,67138,48925,30228,15855,55648,41748,25647,16679,57614,38093,24409,15766,67033,50166,29754,14107,68549,39889,26464,13409,81501,58981,45427,17759,70218,32922,20157,8047,56248,24936,16542,8702,
营业收入(万元),143202,76135,55733,190101,132483,75371,46090,151702,103297,62022,34257,124651,88604,55787,33672,106293,73883,50492,33619,67138,48925,30228,15855,55648,41748,25647,16679,57614,38093,24409,15766,67033,50166,29754,14107,68549,39889,26464,13409,81501,58981,45427,17759,70218,32922,20157,8047,56248,24936,16542,8702,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),69116,38373,21721,91390,53935,31524,15188,76250,46800,29396,11690,66358,41256,26650,13881,58685,37626,25858,17260,45614,31835,20011,10907,41067,29058,17129,10481,41014,28055,16666,10197,54561,39101,22920,10313,58935,33804,21776,10470,71187,50316,38394,12697,56469,24685,14737,5987,50782,20503,13286,7696,
营业成本(万元),36548,19843,13296,39212,27809,16832,9386,33697,24487,15150,7007,28633,21154,12825,9552,25284,19522,14651,11475,19714,17757,10580,5695,18160,15189,8455,6063,18068,12748,8031,5636,35161,27230,15111,6733,39887,24000,15258,7033,48964,37621,29797,9572,38148,16497,9747,3601,32620,12458,7960,4519,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),7637,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1295,885,487,1730,1303,746,548,1156,544,344,156,750,502,338,177,792,592,466,299,654,502,294,188,2521,1016,855,181,3196,769,463,184,1542,1055,553,91,2361,785,717,705,2373,2474,2362,618,1784,348,220,65,1489,161,119,58,
销售费用(万元),14131,7491,2847,27092,10233,5895,2030,23486,9680,4503,1537,17844,7505,3796,1369,16712,7731,4976,2390,10842,6119,3955,1855,8775,4772,2842,1796,7838,7315,3876,2216,7163,4804,3081,1332,5930,3436,2301,1015,5942,4261,2309,1084,6273,4155,2676,1171,5670,3502,2086,1522,
管理费用(万元),10933,11555,5627,24124,13587,6825,2890,17878,11953,8718,2570,18387,11986,8859,2764,15191,10136,5987,3154,11801,5924,4145,2583,9086,5886,3740,1775,9535,6120,3749,1700,9185,5004,3566,1803,8570,5043,3211,1592,10663,5206,3473,1315,6665,3267,1893,1085,8320,3983,2909,1497,
财务费用(万元),-2806,-2154,-1108,-3475,-1742,-1134,-448,-1465,-739,-426,-240,-1265,-394,-267,-105,-731,-355,-223,-58,2008,1583,1087,635,2522,2194,1237,666,2189,1502,948,462,1323,1008,610,353,737,539,289,125,1031,763,462,116,1339,479,244,64,552,400,212,100,
资产减值损失(万元),1379,753,572,2707,2745,2361,782,1498,875,1107,660,2010,504,1098,124,1437,--,--,--,595,-50,-50,-50,3,--,--,--,189,-400,-400,--,187,--,--,0,1449,--,--,--,2214,-10,-9,-7,2259,-61,-43,0,2130,--,--,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
投资收益(万元),3750,2753,893,3527,2215,1361,178,1780,287,264,27,760,494,494,-3,423,431,434,1,8174,9293,9295,9298,192,292,-6,-2,29,144,-4,-1,61,165,178,-5,-96,-36,-19,-18,71,203,231,-7,-972,-94,-68,-33,178,-106,-73,-52,
对联营企业和合营企业的投资收益(万元),207,310,-99,228,277,293,-51,265,-13,-36,27,260,-6,-6,-3,-17,-9,-6,1,-66,-8,-6,-2,-108,-8,-6,-2,-125,-8,-4,-1,-149,-45,-32,-5,--,-36,-19,-18,--,-87,-59,-7,-972,-94,-68,-33,-222,-106,-73,-52,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),79381,41514,35031,102552,81087,45422,31080,77231,56785,32890,22594,59052,47842,29631,19788,48031,36687,25069,16359,29698,26383,19511,14246,14772,12982,8513,6195,16629,10181,7739,5567,12533,11231,7011,3789,9518,6049,4670,2921,10386,8869,7264,5055,12778,8143,5352,2028,5644,4327,3182,954,
营业外收入(万元),102,101,98,23,31,25,97,899,790,716,130,391,248,151,12,278,218,211,14,380,3,2,1,824,32,30,8,499,28,8,6,838,1,1,0,312,4,4,4,118,32,18,16,672,552,33,28,183,80,45,22,
营业外支出(万元),20,1,--,38,64,8,2,176,192,119,24,88,66,49,1,13,6,3,2,91,34,27,27,212,159,132,1,33,24,14,12,181,128,55,0,180,110,27,11,224,202,189,58,43,27,16,0,135,63,49,24,
非流动资产处置损失(万元),--,--,--,--,57,3,2,18,15,3,3,87,65,49,1,10,4,2,1,86,31,27,26,140,132,131,-0,14,10,2,1,73,19,--,0,--,46,13,13,--,67,67,58,11,10,9,0,48,29,27,3,
利润总额(万元),79463,41615,35129,102537,81054,45439,31174,77954,57382,33487,22701,59355,48024,29732,19799,48297,36899,25276,16372,29987,26352,19486,14220,15385,12855,8411,6202,17095,10185,7733,5561,13189,11103,6956,3789,9651,5943,4647,2913,10279,8699,7093,5013,13407,8669,5369,2055,5692,4344,3178,952,
所得税费用(万元),11186,5647,5041,15716,12916,6793,4610,13678,9002,5184,3591,11579,7771,5244,3183,8085,5939,3909,2591,5071,5054,3913,3106,2525,2881,2070,1034,2397,1365,1379,904,1712,2059,1278,721,2542,1421,1257,640,2420,1603,1419,1110,3756,1538,1124,641,1896,876,629,260,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),68277,35968,30088,86821,68138,38645,26565,64276,48380,28303,19110,47776,40254,24488,16616,40212,30961,21368,13780,24916,21297,15573,11114,12860,9975,6341,5169,14698,8820,6354,4658,11477,9043,5679,3068,7109,4522,3390,2273,7859,7096,5674,3903,9651,7131,4245,1414,3795,3468,2549,692,
归属于母公司所有者的净利润(万元),68104,35917,29631,87009,68261,38728,26598,64454,48512,28380,19147,47973,40396,24588,16666,40432,30965,21372,13785,25088,21423,15658,11154,13043,10124,6442,5217,14944,8868,6383,4679,11519,9072,5694,3069,6647,4357,3204,2186,7221,6961,5625,3825,9293,7078,4274,1441,3824,3476,2563,717,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),173,51,457,-189,-123,-82,-34,-178,-132,-77,-38,-197,-142,-100,-50,-220,-4,-4,-4,-172,-126,-85,-39,-184,-149,-101,-48,-246,-48,-30,-22,-42,-29,-15,-1,462,165,186,87,638,135,49,77,358,53,-29,-27,-29,-8,-14,-25,
基本每股收益,0.71,0.38,0.35,1,1.11,0.63,0.43,1.11,0.85,0.5,0.34,0.85,1.43,0.87,0.59,1.44,1.09,0.76,0.49,0.89,0.76,0.56,0.4,0.46,0.36,0.23,0.19,0.53,0.32,0.23,0.17,0.41,0.32,0.2,0.11,0.24,0.16,0.11,0.08,0.26,0.25,0.2,0.14,0.33,0.25,0.15,0.05,0.14,0.12,0.12,0.03,
稀释每股收益,0.68,0.37,0.34,0.99,1.1,0.63,0.43,1.11,0.85,0.5,0.34,0.85,1.43,0.87,0.59,1.43,1.09,0.76,0.49,0.89,0.76,0.56,0.4,0.46,0.36,0.23,0.19,0.53,0.32,0.23,0.17,0.41,0.32,0.2,0.11,0.24,0.16,0.11,0.08,0.26,0.25,0.2,0.14,0.33,0.25,0.15,0.05,0.14,0.12,0.12,0.03,
