报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),86802,326168,227299,159441,88169,324998,228796,160223,88892,331882,235172,162676,84182,296530,209731,145097,74196,279621,208576,149194,83568,345511,245658,161806,79969,296588,132877,221090,166685,107877,
营业收入(万元),86802,326168,227299,159441,88169,324998,228796,160223,88892,331882,235172,162676,84182,296530,209731,145097,74196,279621,208576,149194,83568,345511,245658,161806,79969,296588,132877,221090,166685,107877,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业总成本(万元),73163,301403,206390,139543,75495,283291,198029,134569,75375,284128,203203,137348,71308,266528,188532,126843,62458,245208,175938,122316,67221,280996,198201,128557,65103,243168,108466,184658,140827,102322,
营业成本(万元),53685,207881,143394,99171,54051,204443,144608,98881,56390,219956,154060,104306,53388,191282,134785,90625,44774,167739,125003,87694,49938,217115,155952,101513,51945,194095,85036,148998,118236,80947,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业税金及附加(万元),815,3292,2280,1385,719,2503,1395,982,540,2308,1619,1034,531,1926,1418,985,568,1839,1367,1051,664,2449,1875,1319,669,1858,796,1463,1136,703,
销售费用(万元),10662,54203,36356,24450,12170,45195,31304,21067,10778,41389,31653,22333,11278,42594,32053,22427,11104,51860,35495,23864,11510,40337,26442,16440,7711,29416,14698,18927,10694,12217,
管理费用(万元),7666,31270,22244,15150,8619,30061,21378,14469,7863,26916,18289,11921,5873,21190,15033,9802,4770,21089,15729,10995,5868,21325,14838,9101,4649,16746,7585,11476,7580,3940,
财务费用(万元),491,424,487,181,-63,-989,-510,-374,-91,-1360,-883,-631,-223,-1559,-1032,-900,-262,-1862,-1656,-1287,-759,-2581,-1714,-624,128,841,404,3168,2426,3971,
资产减值损失(万元),-156,4332,1630,-794,--,2078,-145,-456,-106,-5083,-1536,-1614,461,11095,6276,3904,1505,4543,--,--,--,2351,808,808,--,213,-53,626,756,543,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
投资收益(万元),715,1438,1589,911,804,-3444,1245,940,150,1158,1586,1728,881,2780,1980,1047,642,1794,839,455,153,48,46,31,20,2,--,0,--,0,
对联营企业和合营企业的投资收益(万元),-126,-1129,-755,-557,-120,-1143,-852,-596,--,-1514,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业利润(万元),14354,27128,22498,20809,13478,38263,32012,26594,13667,48912,33555,27057,13755,32782,23180,19301,12380,36208,33478,27334,16499,64563,47503,33279,14886,53422,24411,36431,25858,5556,
营业外收入(万元),261,2216,2218,1464,749,1989,1645,900,369,2492,1107,655,375,2967,2163,1941,803,1584,1037,876,273,1829,1113,943,204,6293,3961,864,281,499,
营业外支出(万元),21,201,213,164,79,347,329,156,45,284,157,95,26,710,578,539,37,257,112,87,24,243,52,65,43,97,25,141,343,888,
非流动资产处置损失(万元),--,--,3,1,1,69,13,6,3,56,--,1,--,88,15,15,--,102,65,65,--,15,3,4,--,10,1,18,138,0,
利润总额(万元),14594,29143,24502,22109,14148,39905,33328,27338,13990,51120,34504,27617,14104,35038,24764,20703,13146,37534,34402,28123,16748,66149,48563,34157,15046,59618,28347,37155,25796,5167,
