报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),81650,55419,29268,96703,70459,48298,24518,85069,35532,74414,78431,69122,
营业收入(万元),81650,55419,29268,96703,70459,48298,24518,85069,35532,74414,78431,69122,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),61265,41210,20971,73866,51761,34343,17904,68590,26482,56538,56899,52138,
营业成本(万元),47945,33069,16949,54978,39963,26608,14569,48243,20863,39870,41737,37087,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),721,466,288,857,553,380,271,770,308,895,965,2326,
销售费用(万元),2087,1314,691,3091,2057,1469,696,2502,910,2259,1868,1829,
管理费用(万元),6739,4505,2290,10523,6621,4575,2241,11064,4074,10553,10149,8466,
财务费用(万元),-30,-33,6,90,56,31,13,42,33,-291,-427,-44,
资产减值损失(万元),3802,1889,747,4327,2510,1279,114,5969,293,3253,2608,2474,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),44,44,19,292,160,-23,-61,284,90,765,6651,7729,
对联营企业和合营企业的投资收益(万元),44,44,19,292,160,-23,-61,23,-171,-115,5602,6619,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),20600,14424,8316,23129,18859,13932,6553,16763,9140,18641,28183,24713,
营业外收入(万元),208,--,22,391,366,236,10,422,93,466,134,55,
营业外支出(万元),7,5,1,2,1,3,0,101,126,3382,146,7,
非流动资产处置损失(万元),5,5,1,2,1,3,--,40,--,1,114,7,
利润总额(万元),20800,14419,8336,23518,19223,14165,6563,17084,9107,15725,28171,24761,
所得税费用(万元),3563,2476,1438,3942,3233,2440,1236,3068,1587,3264,3756,3011,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),17237,11943,6899,19576,15990,11726,5327,14017,7520,12461,24414,21750,
归属于母公司所有者的净利润(万元),17237,11943,6899,19576,15990,11726,5327,14017,7520,12492,24377,21369,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,-31,37,381,
基本每股收益,0.66,0.49,0.28,0.8,0.66,0.48,0.22,0.58,0.32,0.56,--,--,
稀释每股收益,0.66,0.49,0.28,0.8,0.66,0.48,0.22,0.58,0.32,0.56,--,--,
