报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),634111,396897,688693,438711,251607,440509,183501,326956,337632,347962,261134,853173,730698,744255,
营业收入(万元),633360,396146,687019,437764,250989,440167,183501,326956,337632,347962,261134,853173,730698,744255,
利息收入(万元),751,751,1675,948,618,342,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),623395,388747,678874,431165,246619,431735,179501,316760,329362,340103,257826,850542,768674,753658,
营业成本(万元),618475,386305,675204,428369,245512,427994,176705,314859,327883,338031,256221,840984,722279,736222,
利息支出(万元),--,--,70,61,49,8,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),135,96,159,78,56,123,49,160,90,523,316,629,636,342,
销售费用(万元),372,211,511,369,164,238,85,206,179,209,457,1132,687,1304,
管理费用(万元),3957,2411,4807,3409,2234,4362,2046,3582,3494,3688,1238,2970,2255,1582,
财务费用(万元),-8,-70,-2386,-1368,-1533,-1010,607,-2195,-2371,-2344,-190,4490,43286,13814,
资产减值损失(万元),464,-206,509,248,137,19,8,148,87,-3,-216,338,-469,394,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,5655,-19344,8240,12349,
投资收益(万元),596,547,174,126,106,554,345,659,523,488,2456,31091,39026,2823,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),11312,8697,9994,7672,5094,9328,4345,10856,8792,8347,11420,14378,9289,5769,
营业外收入(万元),183,77,1474,1137,1006,551,152,351,730,357,153,772,160,12,
营业外支出(万元),3,1,12,9,9,98,26,39,2,85,0,49,12,5,
非流动资产处置损失(万元),1,1,8,1,1,--,--,9,2,0,0,45,0,0,
利润总额(万元),11492,8773,11456,8800,6091,9781,4471,11167,9519,8619,11573,15101,9438,5775,
所得税费用(万元),2169,1502,2382,1519,1011,1598,706,1821,1498,1764,2715,3275,2012,1105,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),9323,7270,9074,7281,5080,8183,3765,9346,8021,6854,8858,11826,7426,4670,
归属于母公司所有者的净利润(万元),9240,7239,9057,7281,5080,8183,3765,9346,8021,6854,8858,11826,7403,4673,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,
少数股东损益(万元),83,31,17,-0,-0,--,--,--,--,--,0,0,23,-3,
基本每股收益,0.83,0.7,0.87,0.7,0.49,0.8,0.38,0.93,0.8,0.69,0.89,1.18,0.74,0.47,
稀释每股收益,0.83,0.7,0.87,0.7,0.49,0.8,0.38,0.93,0.8,0.69,0.89,1.18,0.74,0.47,
