报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),351703,235309,145932,91906,308489,205515,128201,80691,263960,179002,114408,70852,248647,176728,113003,63800,239103,173095,102341,65320,277349,230983,142270,95042,347699,251373,148620,94606,292058,209990,119405,74953,219776,157791,97360,58116,198722,145599,87971,49131,165269,114089,84474,40325,87648,52445,33574,16670,48823,27781,19659,10478,
营业收入(万元),351703,235309,145932,91906,308489,205515,128201,80691,263960,179002,114408,70852,248647,176728,113003,63800,239103,173095,102341,65320,277349,230983,142270,95042,347699,251373,148620,94606,292058,209990,119405,74953,219776,157791,97360,58116,198722,145599,87971,49131,165269,114089,84474,40325,87648,52445,33574,16670,48823,27781,19659,10478,
利息收入(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,0,--,0,0,0,--,0,--,
已赚保费(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,0,--,0,0,0,--,0,--,
手续费及佣金收入(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,0,--,0,0,0,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
营业总成本(万元),324748,220270,135104,83017,282487,185779,116860,72722,244432,168397,106951,63773,237026,164054,103772,58124,217673,152284,89176,55820,235154,185610,110776,70466,273432,198751,117408,71580,244215,174540,97897,60320,186276,134743,80542,46066,172993,127363,75950,40394,144696,100029,72835,33126,75279,45926,28923,13464,41926,24050,16729,8264,
营业成本(万元),201891,143327,90384,60446,183049,126912,81775,53113,147990,106585,69623,44534,142109,103707,67745,37062,132127,94197,56256,34480,146955,124236,75507,50758,189582,141471,84049,53210,171751,123983,71587,44498,128358,93161,57131,34365,122513,88861,54220,31004,109163,73946,55862,25340,56607,34272,21946,10540,32911,17735,12335,6549,
利息支出(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,0,0,0,--,--,--,
手续费及佣金支出(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
研发费用(万元),4673,4387,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
退保金(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
赔付支出净额(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
提取保险合同准备金净额(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
保单红利支出(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,
分保费用(万元),0,0,0,--,--,--,0,0,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,0,--,0,0,0,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,--,--,--,0,--,--,--,
营业税金及附加(万元),2631,1834,1242,743,3261,2051,1399,589,2525,1325,789,368,2492,1698,1113,388,2518,1687,1019,416,2621,1852,1368,632,3122,1900,1438,661,2495,2131,1127,749,2153,1933,1153,769,1754,1077,712,348,936,780,615,173,325,265,221,122,290,173,132,83,
销售费用(万元),59477,38830,25401,11882,45978,30448,19543,9206,46703,29474,19668,10424,48839,31011,20371,8413,45117,30492,19486,9065,43639,31229,20178,10107,45644,30920,19862,9627,39047,25626,15712,7660,32292,21401,13775,5963,30258,23657,15042,6059,24230,18769,11750,5776,12680,7271,4077,1549,5738,4218,3016,1061,
管理费用(万元),26418,17942,13755,6466,25069,18327,12376,5666,22872,16435,11843,5413,24681,18776,12928,5685,24004,16644,10807,5220,24066,17848,11279,5441,24253,16861,10511,5064,21965,15638,10101,4674,15730,11781,6615,2891,14601,10196,5889,2819,10419,7063,4413,1923,5509,3914,2545,1044,2980,1971,1248,555,
财务费用(万元),-2282,-2054,-1157,-468,-4611,-7596,-5976,-807,-3374,-2623,-3158,-932,-7396,-5937,-5105,-957,-6643,-6120,-4152,-802,-2634,-2233,-951,-1322,-1600,-317,696,392,1510,496,308,-47,-470,-447,-361,-314,-1350,-739,-389,-24,-1507,-1119,-151,-151,-77,155,90,45,-67,-101,-78,-33,
