报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),98330,65325,27214,135093,87981,60903,23020,141739,105091,63149,24492,80752,52016,34818,13069,66745,44888,29644,15027,66185,48716,33872,17759,70257,46396,29999,11405,59151,40717,23068,8034,38740,24007,14523,5346,29566,20456,16979,10082,3501,
营业收入(万元),98330,65325,27214,135093,87981,60903,23020,141739,105091,63149,24492,80752,52016,34818,13069,66745,44888,29644,15027,66185,48716,33872,17759,70257,46396,29999,11405,59151,40717,23068,8034,38740,24007,14523,5346,29566,20456,16979,10082,3501,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业总成本(万元),100804,66852,28341,146415,91821,62677,24645,130497,88087,52402,21902,75491,49624,32497,12789,62132,42942,28084,13481,59839,43210,29163,15740,58646,38652,25504,9871,46840,31634,17837,6654,29172,17955,11195,4055,22522,15006,12866,8595,3421,
营业成本(万元),70158,46469,19964,104790,66582,45104,16459,91324,63813,37813,15533,49235,32137,21210,8237,42576,29122,19217,9421,43783,32404,22500,12600,43916,28915,18980,7223,36234,24346,14019,4924,24128,14674,9352,3441,17387,11597,9690,6472,2272,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),6462,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),614,459,210,1347,542,267,123,1245,572,364,192,568,401,269,125,440,321,237,75,431,278,200,87,470,311,214,93,365,161,98,30,69,--,--,--,33,33,78,35,25,
销售费用(万元),8798,5209,2163,12279,8080,5537,2785,12119,8256,4776,2205,8812,5980,4138,1660,8297,5569,3467,1629,8120,5309,3070,1575,8772,5513,4018,1537,6494,4753,2257,1077,4452,2877,1738,663,2726,1586,1774,1065,461,
管理费用(万元),9768,11598,5164,22907,13669,9243,4067,19011,11896,8006,3175,11973,8063,4987,2628,8741,6330,3844,1845,5708,4144,2751,1269,4256,3050,2052,1104,4412,3142,1972,957,2161,1526,859,446,2140,1569,1135,972,642,
财务费用(万元),2877,1463,384,2021,1420,719,914,2298,1298,475,222,749,453,303,152,149,-20,-12,-13,-104,-87,-110,-125,-715,-511,-396,-236,-1546,-1373,-963,-505,-2104,-1524,-1022,-495,166,121,69,6,-0,
资产减值损失(万元),2126,1654,456,3071,1529,1807,297,4498,2252,968,575,4155,2590,1590,-13,1929,1620,1331,523,1902,1162,753,334,1945,1374,637,150,880,605,453,171,467,402,268,--,70,100,120,46,20,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资收益(万元),-53,32,-16,1577,172,30,30,4517,4414,4384,4264,-147,418,264,-171,-1292,-1058,-822,-475,-2710,-1015,-671,-441,429,62,78,-166,609,398,131,--,--,--,--,--,--,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,-27,-11,--,--,4264,4264,4264,4264,-264,415,334,--,-1422,-1154,-897,--,-2713,-1015,-671,--,429,62,78,--,609,398,131,--,--,--,--,--,--,0,0,0,0,
