报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),22493,15593,8044,38068,28642,19140,9811,36988,27940,19193,9867,36001,27226,25242,21841,
营业收入(万元),22493,15593,8044,38068,28642,19140,9811,36988,27940,19193,9867,36001,27226,25242,21841,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),15475,9922,4856,23054,16249,9658,4514,17749,12015,7353,3753,18887,14085,10424,8667,
营业成本(万元),2724,1846,924,3437,2298,1474,717,2755,1929,1272,634,3123,2469,2035,1761,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),116,80,41,224,143,104,59,337,296,251,135,1070,923,854,733,
销售费用(万元),6005,3531,1750,11230,8261,4384,1934,8372,5906,3392,1859,9023,6398,4478,4051,
管理费用(万元),8998,5931,2879,10735,7307,4728,2321,8681,5705,3625,1716,7483,5450,3825,2292,
财务费用(万元),-2400,-1496,-738,-2600,-1792,-1069,-521,-2402,-1829,-1197,-561,-1828,-1151,-724,-198,
资产减值损失(万元),32,31,-1,28,33,37,4,7,8,10,-31,16,-3,-42,27,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-8,-17,-8,-37,-53,-9,16,-45,-20,-21,--,-88,--,--,--,
对联营企业和合营企业的投资收益(万元),-28,-38,-8,-37,-53,-9,--,-45,-20,-21,--,-88,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7297,5743,3180,14978,12340,9473,5313,19195,15904,11819,6115,17027,13140,14818,13174,
营业外收入(万元),286,188,177,1401,554,202,68,1364,1059,375,129,523,728,217,180,
营业外支出(万元),348,341,0,13,8,1,--,0,0,--,--,0,--,3,--,
非流动资产处置损失(万元),8,1,0,8,3,1,--,0,0,--,--,--,--,--,--,
利润总额(万元),7234,5590,3356,16366,12887,9673,5382,20559,16963,12194,6243,17550,13868,15032,13354,
所得税费用(万元),1050,723,429,588,1147,642,795,2973,2749,2032,1100,1219,1229,2175,1905,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6184,4867,2927,15778,11740,9031,4587,17586,14214,10162,5143,16330,12639,12857,11449,
归属于母公司所有者的净利润(万元),6684,5050,2987,15546,11533,8872,4469,17155,13863,10016,5076,15761,12664,12980,11505,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-500,-184,-60,232,207,159,118,431,351,146,67,570,-25,-123,-55,
基本每股收益,0.67,0.51,0.3,1.87,1.48,1.18,0.6,2.29,1.85,1.34,0.68,2.1,1.69,1.73,1.53,
稀释每股收益,0.67,0.51,0.3,1.87,1.48,1.18,0.6,2.29,1.85,1.34,0.68,2.1,1.69,1.73,1.53,
