报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),95656,731758,547324,345173,88419,524536,376219,229073,58087,368239,251677,141385,38716,196909,121940,81189,34679,134787,--,50174,19372,98287,79370,60092,47263,
营业收入(万元),95656,731758,547324,345173,88419,524536,376219,229073,58087,368239,251677,141385,38716,196909,121940,81189,34679,134787,--,50174,19372,98287,79370,60092,47263,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),86725,661475,492301,312070,83163,483739,349183,214259,54853,342735,233676,131102,36190,180012,109794,73930,31524,119259,--,43703,16956,85317,67459,49953,38889,
营业成本(万元),71590,591078,444562,285722,71767,433997,316271,195537,46031,303985,208321,116967,30091,149502,91100,61959,25923,94874,--,34163,13231,67333,53044,38595,31120,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
