报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),355426,250424,146625,61790,271460,166034,86134,42881,182766,134714,81050,42915,188043,122793,63298,30435,73130,44942,28379,14525,60538,40807,27539,16426,61628,42109,25501,10203,47425,35032,19797,28005,20936,17860,
营业收入(万元),355426,250424,146625,61790,271460,166034,86134,42881,182766,134714,81050,42915,188043,122793,63298,30435,73130,44942,28379,14525,60538,40807,27539,16426,61628,42109,25501,10203,47425,35032,19797,28005,20936,17860,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),370856,225924,143509,50432,224943,126634,66735,32319,139765,103767,65119,33783,152085,100712,54941,26686,60816,35885,22060,11439,44952,29574,18874,11375,40090,27153,16101,7311,35640,25650,14563,20655,14412,12798,
营业成本(万元),244265,171704,99693,40392,169345,98945,52475,26072,116705,85916,53625,27758,124735,83536,46174,22783,51275,30960,19314,10120,38079,25218,16479,9730,34961,23201,13607,6163,30316,22092,12365,17714,12924,11231,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),20188,14214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2554,2034,1476,636,1486,902,649,226,1084,582,490,353,1027,592,311,142,132,91,83,44,142,142,120,98,78,16,15,15,0,--,--,12,45,41,
销售费用(万元),6185,4298,2750,1208,4157,2676,1394,666,3154,2493,1409,710,3373,2209,1281,703,1711,1195,683,372,1220,772,483,268,902,644,407,159,657,492,297,497,378,329,
管理费用(万元),20946,15237,18655,8276,29371,19472,10694,5218,23238,17065,11952,6454,20238,13414,7707,3665,7547,4880,2937,1303,6214,4314,2579,1328,5389,3852,2587,1000,3714,2384,1486,2047,1003,801,
财务费用(万元),-7414,-4943,-1749,2041,4420,3608,1759,376,-4892,-1943,-1348,-486,-1215,205,-261,-233,-1222,-1010,-786,-325,-1010,-477,-284,61,-1582,-771,-562,-26,546,407,190,270,14,241,
资产减值损失(万元),84132,23380,22685,-2121,16165,1032,-236,-239,476,-347,-1008,-1007,3927,756,-272,-373,1373,-232,-171,-76,307,-394,-502,-110,342,211,47,--,406,276,224,115,47,154,
公允价值变动收益(万元),51412,-129,-541,136,--,43,169,--,-40,-40,-17,6,-51,--,--,--,91,140,140,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
投资收益(万元),1912,3019,2395,932,1622,1289,590,266,1689,1188,1077,761,646,222,179,90,1703,990,570,262,374,271,140,--,--,--,0,--,--,--,--,2,--,--,
对联营企业和合营企业的投资收益(万元),753,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-225,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),38482,27860,5209,12447,48828,40733,20158,10829,44650,32096,16990,9899,36552,22303,8537,3838,14109,10188,7029,3348,15959,11504,8805,5051,21538,14957,9400,2892,11785,9382,5234,7352,6524,5063,
营业外收入(万元),25798,27569,27420,443,482,1082,477,321,1781,1026,839,685,1300,591,446,310,587,390,279,205,690,631,227,183,308,278,246,240,125,72,62,53,--,81,
营业外支出(万元),625,917,314,46,361,150,62,33,256,661,411,100,379,188,67,25,137,78,21,10,77,13,8,8,56,10,0,0,18,5,2,18,63,6,
非流动资产处置损失(万元),--,--,--,--,--,--,4,--,145,--,58,--,318,--,--,--,86,--,--,--,26,--,--,--,46,--,0,--,--,--,--,4,60,--,
利润总额(万元),63654,54511,32315,12844,48949,41665,20574,11117,46175,32460,17419,10484,37474,22706,8915,4123,14559,10500,7288,3543,16572,12122,9024,5226,21789,15225,9645,3131,11892,9449,5294,7387,6461,5137,
所得税费用(万元),9170,12170,8715,2499,10069,7475,4006,2191,7832,5987,3376,1959,7250,4803,2108,881,2240,1584,1173,519,2415,1726,1355,811,3114,2288,1453,473,2883,2362,1324,1838,1637,1321,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),54484,42341,23600,10345,38880,34190,16568,8926,38342,26473,14043,8525,30224,17904,6807,3242,12319,8916,6114,3023,14157,10396,7669,4415,18675,12937,8191,2658,9009,7086,3970,5549,4823,3816,
归属于母公司所有者的净利润(万元),54749,42612,23734,10375,39148,34385,16701,8975,38711,26707,14162,8571,30704,18332,6992,3341,12618,8965,6175,3053,14255,10475,7706,4451,18675,12937,8191,2658,9009,7086,3970,5549,4823,3816,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
少数股东损益(万元),-266,-271,-135,-30,-268,-196,-133,-49,-369,-233,-119,-46,-481,-428,-185,-99,-300,-49,-60,-29,-98,-79,-37,-35,--,--,0,--,--,--,--,--,--,--,
