报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),84452,57084,26864,107334,77720,52791,24232,93974,70768,92318,85466,74998,72109,
营业收入(万元),84452,57084,26864,107334,77720,52791,24232,93974,70768,92318,85466,74998,72109,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),75621,50822,24516,97602,70029,47733,22194,84616,63292,82250,76290,66600,65047,
营业成本(万元),64361,43527,21250,82487,59972,41029,19263,70463,53148,66862,61180,53409,51290,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),913,632,293,1115,429,308,161,611,446,514,558,487,404,
销售费用(万元),2325,1493,699,3394,2228,1620,650,2906,1770,2651,2897,2894,3386,
管理费用(万元),7424,4804,2153,9266,6098,3895,1657,9331,6545,9048,8187,7270,5572,
财务费用(万元),467,235,119,696,1122,598,464,1242,1383,2364,3285,3173,4412,
资产减值损失(万元),131,131,--,644,180,283,--,63,--,810,183,-632,-18,
公允价值变动收益(万元),-130,-130,--,193,98,98,--,111,234,-305,77,-50,-75,
投资收益(万元),353,206,126,40,126,41,35,173,159,96,235,248,1181,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,18,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9054,6338,2474,9964,7915,5198,2073,9642,7868,9858,9488,8595,8168,
营业外收入(万元),643,329,192,1075,590,405,151,687,540,838,339,332,1590,
营业外支出(万元),85,26,3,205,196,143,116,206,170,261,205,260,197,
非流动资产处置损失(万元),21,21,1,34,34,27,27,9,7,58,31,126,21,
利润总额(万元),9612,6641,2663,10833,8309,5460,2108,10123,8239,10435,9622,8668,9561,
所得税费用(万元),1665,1119,513,1780,1425,929,404,1439,1403,1598,1471,904,1386,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7946,5522,2150,9054,6884,4532,1704,8684,6835,8837,8151,7764,8176,
归属于母公司所有者的净利润(万元),7813,5383,2087,8869,6737,4471,1684,8510,6709,8635,7987,7537,7248,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,-61,
少数股东损益(万元),133,138,63,184,147,60,21,173,126,202,164,227,927,
基本每股收益,0.39,0.27,0.1,0.55,0.44,0.29,0.11,0.56,0.44,0.57,0.53,0.5,--,
稀释每股收益,0.39,0.27,0.1,0.55,0.44,0.29,0.11,0.56,0.44,0.57,0.53,0.5,--,
