报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),1491858,5857143,3834539,2494409,1051456,5307576,3651504,2482222,1105084,6353234,4474022,3102308,1550935,6925569,5068392,3312199,1443935,6172769,4494306,2779768,1239573,5411671,3805781,2298249,947072,4353796,2858401,1744877,681060,3258323,2200398,1457114,654858,2805451,1253004,2277640,1697969,1334885,
营业收入(万元),1491858,5857143,3834539,2494409,1051456,5307576,3651504,2482222,1105084,6353234,4474022,3102308,1550935,6925569,5068392,3312199,1443935,6172769,4494306,2779768,1239573,5411671,3805781,2298249,947072,4353796,2858401,1744877,681060,3258323,2200398,1457114,654858,2805451,1253004,2277640,1697969,1334885,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1430766,5642034,3662049,2382790,1003901,5115551,3506964,2398392,1066149,6024953,4262625,2970393,1494216,6534907,4773428,3105884,1362020,5763122,4193431,2583553,1164716,5031055,3551653,2130153,896615,4052634,2680759,1626320,644183,3043640,2076094,1375180,617496,2678217,1197798,2196843,1601598,1287302,
营业成本(万元),1297733,4960041,3308210,2151218,913177,4563616,3167216,2164934,959840,5479605,3922633,2756747,1405460,6009542,4458198,2912256,1277137,5275934,3886859,2394959,1074480,4614558,3313914,1974761,824180,3731631,2473288,1504663,582701,2787495,1902969,1260523,565563,2454621,1092355,1960555,1432200,1147309,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
