报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),28773,14878,6002,27096,19755,13113,5855,25037,18338,11973,26847,26969,24463,18016,
营业收入(万元),28773,14878,6002,27096,19755,13113,5855,25037,18338,11973,26847,26969,24463,18016,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),23752,12564,5163,22122,16097,10602,4863,20273,15041,9629,22256,21188,19952,15272,
营业成本(万元),16043,8740,3566,14783,10877,7166,3247,14166,10364,6749,15398,13883,14722,10971,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),273,159,63,274,154,112,49,193,128,94,254,261,193,141,
销售费用(万元),3338,1845,823,3693,2588,1725,763,3301,2379,1601,3649,3919,2763,2412,
管理费用(万元),3392,1576,571,2591,1906,1223,597,2162,1608,1083,2544,2525,1683,1517,
财务费用(万元),19,-6,-17,-22,-8,7,-1,-12,-21,-35,-30,-66,109,48,
资产减值损失(万元),687,251,158,804,580,370,208,464,583,137,441,665,482,183,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),276,180,63,82,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5296,2494,903,5056,3658,2511,992,4764,3296,2344,4591,5781,4512,2744,
营业外收入(万元),330,302,109,38,31,22,15,169,109,104,151,113,14,11,
营业外支出(万元),14,10,3,6,3,2,1,10,4,3,7,25,16,8,
非流动资产处置损失(万元),--,0,--,1,--,--,--,2,--,0,4,21,--,--,
利润总额(万元),5612,2786,1008,5088,3686,2532,1006,4924,3401,2445,4735,5869,4509,2747,
所得税费用(万元),887,398,164,846,645,427,179,765,578,367,719,986,730,704,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4725,2388,844,4241,3041,2105,826,4159,2823,2078,4016,4883,3779,2043,
归属于母公司所有者的净利润(万元),4725,2388,844,4241,3041,2105,826,4159,2823,2078,4016,4883,3779,2043,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.28,0.15,0.08,0.51,0.3,0.28,0.11,0.55,0.38,0.28,0.54,0.65,0.55,0.33,
稀释每股收益,0.28,0.15,0.08,0.51,0.3,0.28,0.11,0.55,0.38,0.28,0.54,0.65,0.55,0.33,
