报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),102312,481497,333201,200435,79806,267021,178827,105004,45564,226093,164309,118987,67132,229230,161691,120341,74071,195886,143484,91114,31262,151317,122952,94685,45066,176182,133974,93477,48755,249458,206804,157399,67843,385345,292559,180924,81054,222412,131382,36042,43522,29938,
营业收入(万元),102312,481497,333201,200435,79806,267021,178827,105004,45564,226093,164309,118987,67132,229230,161691,120341,74071,195886,143484,91114,31262,151317,122952,94685,45066,176182,133974,93477,48755,249458,206804,157399,67843,385345,292559,180924,81054,222412,131382,36042,43522,29938,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
营业总成本(万元),96622,397032,263515,165224,74623,265727,174927,105572,47428,195207,140382,98565,54389,175640,121087,87890,51819,157031,115253,76464,22594,113842,88285,65158,28369,103430,77826,54780,28173,177606,148309,115717,49979,243682,181390,111101,51693,126436,77135,20539,23733,22619,
营业成本(万元),65625,288472,201971,134458,54625,203020,137577,78457,34453,153760,112351,78537,42380,144357,103937,77421,47257,139349,102051,69305,25312,113696,88906,66816,29888,109444,82954,57562,29460,177454,147716,113639,48207,223167,165909,100586,45724,115047,70670,18732,19082,19526,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
研发费用(万元),3958,18685,11655,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,
