报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),13222,8409,3663,15062,10715,7048,2861,12813,6107,10530,7738,5930,
营业收入(万元),13222,8409,3663,15062,10715,7048,2861,12813,6107,10530,7738,5930,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8999,6116,2857,10599,7557,5161,2211,8810,4166,7363,6347,5072,
营业成本(万元),775,519,231,1086,764,514,219,767,389,642,625,373,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),99,64,30,103,42,27,11,50,23,61,60,46,
销售费用(万元),5735,3626,1735,6400,4562,3113,1407,4833,2546,4150,3877,3051,
管理费用(万元),2787,2048,914,3208,2310,1558,605,3245,1223,2409,1418,1119,
财务费用(万元),-420,-155,-53,-206,-125,-56,-32,-96,-21,83,363,476,
资产减值损失(万元),24,13,--,9,4,4,--,12,5,17,4,8,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4222,2293,807,4464,3158,1887,650,4003,1940,3167,1391,857,
营业外收入(万元),289,149,102,909,375,366,260,1021,174,771,480,147,
营业外支出(万元),4,3,2,9,8,5,0,8,5,1,15,18,
非流动资产处置损失(万元),2,1,--,5,4,1,--,5,2,1,2,2,
利润总额(万元),4507,2438,907,5364,3524,2248,910,5017,2109,3937,1856,986,
所得税费用(万元),642,350,129,817,552,346,139,768,302,571,279,135,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3865,2089,778,4547,2972,1902,771,4249,1808,3366,1577,852,
归属于母公司所有者的净利润(万元),3865,2089,778,4547,2972,1902,771,4249,1808,3366,1577,852,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.56,0.33,0.13,0.76,0.5,0.32,0.13,0.71,0.3,--,--,--,
稀释每股收益,0.56,0.33,--,0.76,0.5,0.32,--,0.71,0.3,--,--,--,
