报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),52155,36675,9068,98059,51229,38122,9961,112144,61103,113909,97909,74871,54804,
营业收入(万元),52155,36675,9068,98059,51229,38122,9961,112144,61103,113909,97909,74871,54804,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),49994,34541,9577,91475,48645,35349,10105,105395,58832,107420,92072,69346,50963,
营业成本(万元),41694,29155,6977,78752,39818,29509,7441,92390,50532,94522,81344,61068,43816,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),64,21,8,318,76,76,1,290,9,344,360,769,932,
销售费用(万元),2748,1741,993,3506,2478,1603,875,3395,2270,2863,2788,2225,1543,
管理费用(万元),4899,3381,1637,7607,5444,3598,1613,8213,5257,8231,6689,5146,4151,
财务费用(万元),601,273,56,1022,793,474,173,1120,722,1288,839,537,419,
资产减值损失(万元),-13,-30,-96,270,36,90,1,-13,42,171,53,-400,102,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),66,10,--,--,--,--,--,2,2,--,-2,1,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2295,2159,-509,6584,2584,2773,-144,6751,2272,6489,5835,5526,3842,
营业外收入(万元),1,0,21,400,242,212,162,453,370,77,143,105,139,
营业外支出(万元),0,0,0,0,0,0,0,1,0,25,1,4,10,
非流动资产处置损失(万元),--,--,--,--,--,--,--,1,--,11,--,--,--,
利润总额(万元),2296,2159,-488,6984,2827,2985,18,7203,2641,6541,5977,5627,3971,
所得税费用(万元),387,344,-51,1033,448,458,3,1107,412,1141,1000,882,685,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1909,1815,-437,5951,2379,2527,15,6096,2230,5401,4977,4745,3286,
归属于母公司所有者的净利润(万元),1909,1815,-437,5951,2379,2527,15,6096,2230,5401,4977,4745,3286,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.16,0.15,-0.04,0.61,0.26,0.28,0,0.68,0.25,0.6,0.55,0.54,--,
稀释每股收益,0.16,0.15,-0.04,0.61,0.26,0.28,0,0.68,0.25,0.6,0.55,0.54,--,
