报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
营业总收入(万元),61575,217125,167179,112474,54043,183384,131189,86063,41381,182748,138967,97841,47249,213040,162828,108771,48508,191617,148736,102754,48528,165494,126612,84016,40007,169947,139663,98547,42013,138706,109330,75409,34293,92353,69726,43312,18465,88990,73055,50956,22464,73651,57125,39759,55593,44167,36491,21162,
营业收入(万元),61575,217125,167179,112474,54043,183384,131189,86063,41381,182748,138967,97841,47249,213040,162828,108771,48508,191617,148736,102754,48528,165494,126612,84016,40007,169947,139663,98547,42013,138706,109330,75409,34293,92353,69726,43312,18465,88990,73055,50956,22464,73651,57125,39759,55593,44167,36491,21162,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
营业总成本(万元),61496,213608,161111,107688,51409,173798,121280,77917,37711,168277,128107,89587,43542,200411,152409,101709,45781,186364,143671,101587,45525,156167,117703,77662,37472,162174,130526,90951,38807,127034,99215,67644,31505,78690,58451,36074,15197,80125,65922,47007,20995,65112,50183,34751,51334,40812,34276,19553,
营业成本(万元),55024,185467,141615,94989,46000,148478,103649,66614,31936,145650,111137,78113,37642,175757,133750,89464,39704,161602,123051,85572,40676,138285,106588,70252,33723,146708,118705,83027,34501,115902,90751,61948,28648,71230,52663,32513,13580,73468,60419,43347,18921,59144,45380,31702,47024,37405,31494,17359,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
营业税金及附加(万元),259,1192,903,595,191,950,328,246,129,495,401,263,153,589,402,310,101,531,366,220,73,371,327,192,71,281,178,79,23,261,254,203,45,261,234,151,80,251,154,96,7,258,176,124,94,69,68,42,
销售费用(万元),1698,8893,6684,4335,1777,9109,6221,4028,1988,8127,5939,4056,2376,8685,6666,4307,2059,4712,3252,2096,860,4557,2866,1741,712,4092,3010,1784,1094,2964,2214,1388,638,1971,1385,891,396,1683,1299,827,341,1510,1038,603,970,679,663,613,
管理费用(万元),3534,15194,9892,6139,2898,14425,10079,6382,3138,12977,9882,6122,2982,12449,9405,6023,2953,11558,8035,5415,2654,10034,5623,3803,1865,7425,5421,3511,1907,5562,4069,2685,1346,4048,3121,1754,765,3409,2861,1847,1105,2980,2408,1479,1971,1647,1216,988,
财务费用(万元),790,2785,1872,1381,511,534,757,465,509,1032,814,861,318,2678,2079,1262,570,3094,2323,1717,787,2603,1853,1281,540,3632,2863,1764,656,2173,1513,893,290,866,537,358,110,1208,786,498,260,1069,876,675,1240,955,663,426,
资产减值损失(万元),191,77,145,248,32,302,245,183,10,-5,-66,172,71,252,107,342,394,4866,6644,6566,474,317,446,392,560,36,349,786,626,172,413,527,538,315,512,406,266,107,402,393,361,150,304,168,34,57,173,126,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,0,0,
投资收益(万元),--,--,--,--,--,-103,-120,-4,-4,-178,-75,-70,-31,-96,-59,-24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,37,24,28,15,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,-4,--,-178,--,-70,--,-96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,0,--,0,0,--,--,
