报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),31192,21544,7698,42301,27043,14788,4280,24563,15507,10751,22905,19265,19515,
营业收入(万元),31192,21544,7698,42301,27043,14788,4280,24563,15507,10751,22905,19265,19515,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),21827,15356,6459,29687,18300,10271,3616,17040,10574,7060,15338,12997,13469,
营业成本(万元),13920,10126,4040,20090,12502,6854,2308,11521,7155,4818,10328,9063,9167,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),407,252,74,485,328,200,66,382,230,157,357,279,257,
销售费用(万元),2331,1340,558,2473,1639,942,439,1520,961,608,1460,1113,1428,
管理费用(万元),5149,3588,1807,6227,3484,2022,791,3135,1938,1178,3038,2369,2547,
财务费用(万元),-44,-14,-6,122,83,35,12,227,190,145,49,77,86,
资产减值损失(万元),64,64,-13,291,264,218,--,255,100,155,106,97,-15,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9415,6231,1239,12614,8743,4518,664,7522,4933,3691,7567,6268,6046,
营业外收入(万元),510,9,19,259,181,127,15,98,40,27,211,221,198,
营业外支出(万元),114,40,14,743,105,100,-32,54,58,48,87,212,641,
非流动资产处置损失(万元),--,--,--,669,25,25,--,1,10,--,--,63,339,
利润总额(万元),9811,6200,1244,12129,8818,4545,712,7566,4915,3670,7691,6277,5602,
所得税费用(万元),964,649,92,1165,810,460,65,919,670,556,1356,1074,973,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8847,5551,1152,10965,8009,4085,647,6647,4245,3114,6335,5203,4629,
归属于母公司所有者的净利润(万元),8969,5590,1163,11034,8072,4141,682,6628,4244,3107,6429,5202,4667,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-122,-40,-12,-69,-63,-56,-35,18,1,8,-94,1,-37,
基本每股收益,0.49,0.3,0.06,0.8,0.58,0.3,0.05,0.48,0.31,0.23,0.47,--,--,
稀释每股收益,0.49,0.3,0.06,0.8,0.58,0.3,0.05,0.48,0.31,0.23,0.47,--,--,
