报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),55582,28512,6559,66819,39638,23701,3837,59835,43068,23527,5675,66932,20970,50007,74103,48790,
营业收入(万元),55582,28512,6559,66819,39638,23701,3837,59835,43068,23527,5675,66932,20970,50007,74103,48790,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),31690,15269,4580,44313,26264,16918,4811,42722,28501,15896,5262,45519,16706,38400,42432,26604,
营业成本(万元),19388,8326,1725,21874,14310,9397,1827,25564,17095,9494,2874,28998,10189,22569,28160,17659,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1933,1073,224,2431,1485,985,160,2595,1839,988,228,2242,726,1687,2405,1681,
销售费用(万元),262,145,26,160,112,68,37,341,211,147,25,281,61,291,241,1205,
管理费用(万元),8950,5623,2059,17325,8571,5414,2128,10552,6373,4091,1365,9458,3786,11445,9749,4693,
财务费用(万元),1791,1195,586,2222,1650,1164,615,3048,2337,1577,770,3428,1609,2753,2330,443,
资产减值损失(万元),-634,-1094,-40,301,137,-110,44,622,646,-402,--,1113,335,-346,-453,923,
公允价值变动收益(万元),-270,-147,318,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-1,902,48,57,--,--,--,--,--,--,--,--,--,--,--,25,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),23654,14021,2345,22564,13374,6783,-974,17113,14567,7632,412,21413,4265,11608,31670,22211,
营业外收入(万元),34,23,14,690,653,637,278,2717,2217,1533,11,3755,816,4592,8849,2842,
营业外支出(万元),407,3,--,1462,1089,1075,0,690,671,482,--,536,250,630,913,1891,
非流动资产处置损失(万元),--,--,--,127,--,--,--,56,56,56,--,51,12,66,178,701,
利润总额(万元),23281,14040,2359,21792,12938,6345,-697,19140,16113,8683,423,24633,4830,15570,39606,23161,
所得税费用(万元),2952,1818,332,3630,2694,1759,-7,3210,2560,1307,145,4283,900,3009,6410,3916,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),20329,12222,2026,18162,10244,4586,-690,15930,13553,7376,278,20350,3930,12561,33197,19245,
归属于母公司所有者的净利润(万元),20642,12422,2084,18717,10583,4817,-598,16253,13709,7410,287,20410,3965,12622,33197,19245,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-313,-200,-58,-554,-339,-231,-92,-323,-155,-34,-9,-60,-35,-61,-0,--,
基本每股收益,0.39,0.24,0.04,0.36,0.21,0.1,-0.01,0.35,0.29,0.16,0.01,0.44,0.08,0.27,1.66,--,
稀释每股收益,0.39,0.24,0.04,0.36,0.21,0.1,-0.01,0.35,0.29,0.16,0.01,0.44,0.08,0.27,1.66,--,
