报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),15508,109394,77596,44890,15442,90117,64304,37236,13459,84091,56943,31661,10418,66118,48173,28054,10861,56755,41271,23919,9199,51812,39958,23761,44982,35592,33483,33083,26238,
营业收入(万元),15508,109394,77596,44890,15442,90117,64304,37236,13459,84091,56943,31661,10418,66118,48173,28054,10861,56755,41271,23919,9199,51812,39958,23761,44982,35592,33483,33083,26238,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),12993,76768,52098,31606,12227,63345,45115,27586,10967,58968,38588,22615,8127,43792,30762,18664,7606,37153,27458,16784,7825,36956,28307,17095,32156,25244,23026,24376,20516,
营业成本(万元),7438,51190,35505,20753,7232,42651,30829,17616,6703,39393,25552,13833,4391,28005,20350,11808,4389,24807,18308,10787,4227,24897,19395,11554,21788,17110,15756,18549,15297,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),123,1229,799,557,118,880,481,261,122,723,493,265,80,575,441,260,88,566,440,291,99,475,365,196,396,328,281,269,162,
销售费用(万元),2655,14402,9178,6158,2917,11443,7662,5158,2202,9390,6408,4124,1772,7620,5565,3648,1605,6356,4668,3064,1777,6002,4299,2645,4537,3327,3315,3367,2964,
管理费用(万元),2348,9693,6449,4232,2163,9170,6310,4523,2024,9754,6653,4393,2111,7754,5636,3932,2149,7278,5462,3607,2309,6067,4380,2783,5544,4490,3948,2889,2819,
财务费用(万元),466,-217,-284,-119,-119,-1185,-587,-381,-110,-1325,-896,-380,-268,-863,-1619,-1304,-625,-2272,-1676,-1117,-587,-858,-288,-161,-175,-97,-304,-859,-687,
资产减值损失(万元),-38,471,451,25,-84,386,419,409,26,1035,379,379,41,702,389,320,--,418,255,151,--,373,156,78,66,85,30,161,-37,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
