报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),22895,13417,5219,36337,16711,9704,4213,31983,30228,24339,21123,
营业收入(万元),22895,13417,5219,36337,16711,9704,4213,31983,30228,24339,21123,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),23824,14393,6162,33611,17894,11151,5795,29803,27249,21922,19077,
营业成本(万元),13998,7985,3090,21676,10325,6018,3028,18910,17738,13942,12152,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),129,60,41,311,131,56,63,262,235,260,332,
销售费用(万元),2710,1724,873,3047,2112,1396,716,2555,2375,2032,1735,
管理费用(万元),6430,4203,2011,8048,4940,3383,1823,6933,5755,4746,3939,
财务费用(万元),161,21,34,254,179,85,36,180,469,398,466,
资产减值损失(万元),396,399,113,276,206,214,127,961,677,543,452,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),87,-79,-49,-106,-217,-219,-197,-168,110,120,45,
对联营企业和合营企业的投资收益(万元),-67,-79,--,-106,-232,-219,--,-168,110,120,45,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),77,-519,-992,2620,-1400,-1666,-1779,2012,3089,2538,2092,
营业外收入(万元),33,1,283,2303,814,691,419,1803,1395,963,788,
营业外支出(万元),4,3,1,89,72,65,53,37,31,26,249,
非流动资产处置损失(万元),0,0,--,6,6,6,--,--,0,--,5,
利润总额(万元),107,-521,-710,4834,-658,-1040,-1413,3778,4453,3475,2631,
所得税费用(万元),-29,-76,3,85,-62,-97,2,363,529,463,388,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),136,-444,-713,4749,-596,-943,-1415,3415,3924,3013,2243,
归属于母公司所有者的净利润(万元),190,-185,-469,4575,-409,-588,-1167,3345,3618,2853,1838,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-55,-259,-244,174,-187,-355,-248,70,306,160,404,
基本每股收益,0.03,-0.03,-0.09,0.92,-0.08,-0.12,-0.23,0.67,0.8,0.63,0.41,
稀释每股收益,0.03,-0.03,-0.09,0.92,-0.08,-0.12,-0.23,0.67,0.8,0.63,0.41,
