报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
研发费用(万元),1832,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
营业税金及附加(万元),1024,816,481,2059,8451,8003,215,2046,1213,892,505,2373,1311,873,447,1387,695,614,225,1980,981,707,305,3967,2446,1580,723,4070,1935,1283,539,3354,1698,966,454,2641,1397,1102,1505,832,904,472,
销售费用(万元),40463,28332,17949,72548,44156,26115,12273,81249,49463,33438,20089,58576,40400,23698,13176,32983,29502,17278,9728,38267,25857,17838,10277,28105,18808,12396,5612,15351,10612,6917,3224,23203,13603,5500,2950,8832,5045,3641,6314,3513,2674,1432,
管理费用(万元),39396,27311,12403,55803,36736,25701,13404,54700,37443,26928,14392,41635,30991,19961,10472,22958,14972,6893,2814,9462,6562,4448,2453,7939,7597,5126,2501,7845,5303,3591,1600,5827,4023,2554,1209,3653,2193,1484,2559,1839,1311,661,
财务费用(万元),28172,15107,6801,29011,21693,13220,5936,28084,18949,12976,5093,14236,10102,6631,3377,9883,7212,4722,1633,7347,5760,3732,1902,6113,4171,2355,905,-801,-1002,-793,-296,-1226,-681,-487,-139,1046,1047,709,901,571,345,90,
资产减值损失(万元),-6235,-4407,-1481,27990,-2655,-2165,-1502,7446,1192,147,-1007,1825,-3958,-6473,-6296,2993,240,-247,-1060,8436,914,252,-69,4259,621,185,-37,1217,304,234,-112,1310,361,207,122,1340,941,933,1999,26,148,70,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
投资收益(万元),9969,4939,-1549,76957,68671,54148,2432,111915,74196,30430,29093,62685,61143,37710,19992,42585,49176,49528,48737,37393,33686,33103,188,5618,5701,5538,218,594,805,511,368,103,88,-4,-1,-272,-321,-316,-130,-51,0,3,
对联营企业和合营企业的投资收益(万元),8350,4699,-1601,15536,8187,4504,2428,8895,6469,3165,2316,1376,1048,--,953,3276,2318,1613,111,2617,222,-264,188,-66,5701,5538,218,612,805,511,368,103,88,-4,-1,-272,-321,-316,-130,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
营业利润(万元),60191,57647,45374,81617,73014,61929,-6396,117702,87934,41696,37350,138814,86787,69069,36360,117916,58853,52043,48629,82275,52051,52451,21479,25413,12164,8449,3348,24478,10982,7435,4155,18254,8679,1332,884,10159,4571,4071,8589,5058,5343,1996,
营业外收入(万元),363,361,73,26985,11446,2786,1298,11465,6170,4414,257,11119,8360,4156,724,10338,7064,3963,654,8198,3408,1914,413,6810,3928,3486,699,3258,2354,1323,842,1454,1583,1204,520,1547,415,261,416,216,490,314,
营业外支出(万元),175,111,47,1073,1468,1378,28,390,227,213,89,290,148,122,65,344,472,116,108,697,553,297,178,125,100,47,5,405,499,486,51,673,499,222,82,166,113,11,611,609,0,0,
非流动资产处置损失(万元),--,--,--,--,35,28,0,64,5,5,4,95,79,41,12,46,31,16,10,226,108,11,2,33,16,13,3,26,13,13,11,11,10,10,10,1,1,1,4,0,0,0,
利润总额(万元),60379,57897,45400,107529,82992,63338,-5126,128776,93876,45898,37518,149643,94999,73104,37018,127910,65444,55891,49175,89777,54906,54068,21714,32098,15992,11889,4042,27331,12837,8272,4945,19034,9762,2314,1322,11540,4873,4321,8394,4664,5833,2310,
所得税费用(万元),12728,16693,11195,8824,16139,11186,1313,29381,20089,10093,8901,27819,19278,13031,8277,24473,13701,12355,12216,22462,13836,13848,5729,8028,2900,1652,1355,6789,2588,1840,1138,4033,1334,-375,379,3143,1382,1158,1587,519,9,-47,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,
净利润(万元),47651,41204,34205,98705,66853,52152,-6440,99395,73787,35804,28616,121823,75721,60073,28741,103437,51744,43535,36959,67315,41070,40220,15984,24071,13091,10237,2686,20542,10249,6433,3807,15001,8429,2689,943,8398,3492,3163,6806,4145,5824,2356,
归属于母公司所有者的净利润(万元),32847,27737,25852,82828,60142,43031,-6842,80813,62227,30278,26250,97614,61408,50390,24449,89666,45491,41738,36930,66540,41198,40307,16062,24443,13426,10550,2875,20290,10234,6365,3665,14921,8506,2828,1009,8455,3576,3203,6806,4145,5824,2356,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,
少数股东损益(万元),14804,13467,8353,15876,6710,9120,402,18582,11560,5526,2367,24209,14313,9683,4292,13771,6252,1797,29,775,-128,-87,-78,-372,-334,-313,-188,252,15,68,142,80,-77,-139,-66,-58,-84,-39,0,0,0,0,
基本每股收益,0.12,0.1,0.09,0.3,0.22,0.15,-0.02,0.29,0.22,0.11,0.19,0.76,0.49,0.41,0.2,0.73,0.37,0.34,0.31,0.55,0.68,0.67,0.27,0.4,0.22,0.17,0.05,0.34,0.17,0.11,0.11,0.44,0.25,0.08,0.06,0.64,0.28,0.25,0.57,0,2.43,2.36,
稀释每股收益,0.12,0.1,0.09,0.3,0.22,0.15,-0.02,0.29,0.22,0.11,0.19,0.76,0.49,0.41,0.2,0.73,0.37,0.34,0.31,0.55,0.68,0.67,0.27,0.4,0.22,0.17,0.05,0.34,0.17,0.11,0.11,0.44,0.25,0.08,0.06,0.64,0,0.25,0.57,0,2.43,2.36,
