报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),366550,238082,115568,435383,293366,188221,85032,335718,243628,161136,80465,332469,241345,160103,73537,358105,256516,167165,77288,346444,251545,162674,76344,298698,217875,142082,69318,329551,257877,165092,79290,314641,224950,142284,70264,231364,171476,102990,55459,162900,127214,75951,35346,141600,103695,63029,26893,77425,53159,31418,13172,
营业收入(万元),366550,238082,115568,435383,293366,188221,85032,335718,243628,161136,80465,332469,241345,160103,73537,358105,256516,167165,77288,346444,251545,162674,76344,298698,217875,142082,69318,329551,257877,165092,79290,314641,224950,142284,68470,231364,171476,102990,55459,162900,127214,75951,35346,141600,101773,63029,26893,77425,52816,31418,13096,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1794,--,--,--,--,--,0,--,0,--,1922,--,--,0,343,--,76,
营业总成本(万元),328315,210782,106015,393779,268703,173557,77775,317608,232730,155189,76806,342542,250516,166712,75931,372791,250221,160224,72317,336199,244329,159091,74804,341587,245121,160887,73378,310005,236075,149425,70943,278405,203388,128797,64320,214186,161158,98566,54308,149463,110969,64964,30071,119227,87313,53106,23447,71023,48794,28746,11457,
营业成本(万元),279688,179135,92935,320117,224581,144232,62502,247496,188194,123942,61577,276432,206123,136831,61634,309951,206354,132410,59333,287180,209499,136834,64659,292592,212323,139088,62530,267918,207050,130834,61280,242547,175946,111562,54953,186169,140147,85292,48220,128316,97033,57307,26750,101672,73615,45766,20067,59858,41835,24962,9572,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1124,--,--,--,--,--,0,--,0,--,1427,--,--,0,139,--,26,
营业税金及附加(万元),8184,5499,2679,8884,6438,4231,2032,6814,2281,1657,960,2089,1349,922,381,2281,1781,1046,382,1841,1377,794,303,1469,987,648,388,1968,1704,963,486,2084,1364,887,354,1204,725,357,139,803,592,415,183,1055,517,259,81,508,217,118,44,
销售费用(万元),7796,4913,2401,11283,7615,4341,2047,13278,9346,6701,3588,15448,11199,7286,3871,14949,10693,6858,3014,10999,7636,4711,2203,9519,6569,4193,1931,9578,7424,4722,2198,8316,5638,3482,1559,6561,4536,3070,1651,5242,3922,2129,944,4431,3525,2297,1016,2267,1578,877,435,
管理费用(万元),17302,10644,4353,29160,15299,10301,5025,28460,17757,12006,6168,26453,17300,11844,5987,20280,14479,9262,4279,17266,11110,6918,3350,15981,11668,7655,3753,14113,8093,5211,3135,11098,8659,5019,2801,7575,6809,4204,1702,6511,4702,2436,1223,5775,3509,2534,1172,3458,1463,951,458,
财务费用(万元),14954,10201,3817,22397,14672,9745,6209,19517,15419,10714,4479,19998,14328,9516,4360,22270,16365,10483,5184,18800,14588,9581,4290,18143,13305,9020,4202,16145,11412,7590,3565,14117,11367,7779,3738,12473,8805,5739,2477,7614,4777,2784,1309,5908,4709,2229,1075,5088,3218,1752,858,
资产减值损失(万元),392,389,-169,1938,97,705,-40,2043,-267,169,35,2122,217,313,-302,3058,550,164,125,114,119,254,1,3883,269,284,574,283,392,106,278,244,414,68,-210,204,136,-95,119,978,-57,-108,-338,386,11,22,36,-155,343,86,64,
公允价值变动收益(万元),-5,-14,--,-21,-18,-21,--,21,--,--,--,--,--,--,-16,1,--,--,--,--,46,67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,0,0,
投资收益(万元),-2861,-1235,-1322,-2770,-1166,-1318,-559,-5489,-2135,-1374,-953,1770,-2104,-1081,-996,-7979,-3949,-2154,-1239,-975,432,310,53,-3973,-1406,-1115,65,1351,1791,1479,828,3459,2594,1997,1368,643,205,714,285,1585,2562,2042,582,3011,1729,1181,410,1322,-41,65,0,
对联营企业和合营企业的投资收益(万元),-3401,-1789,-1385,-3877,-1807,-1400,-596,-5772,-2386,-1731,-942,1297,-2538,-1490,-1037,-8246,-3937,--,--,-1590,-195,-195,--,-4294,-1727,-1436,--,1141,--,--,--,--,2594,--,--,643,--,--,--,1585,0,--,0,--,1729,1181,410,0,-41,65,0,
汇兑收益(万元),40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,
营业利润(万元),34904,27656,8230,40058,23480,13324,6698,12642,8763,4572,2706,-8304,-11274,-7690,-3406,-22664,2346,4787,3731,9270,7694,3961,1593,-46939,-28651,-19920,-3995,20897,23593,17146,9175,39695,24156,15484,7312,17821,10523,5138,1436,15022,18806,13029,5857,25384,18111,11104,3857,7723,4324,2737,1715,
营业外收入(万元),799,343,98,653,1043,762,519,1019,639,324,66,13878,3692,3512,222,1094,651,97,48,3307,2979,2828,2528,11227,10731,8354,7751,7535,422,197,61,4954,138,138,--,920,954,211,6,956,509,418,14,2683,1901,1130,4,66,980,857,4,
营业外支出(万元),550,10,16,11741,885,230,153,2545,211,54,10,91,79,78,5,203,106,53,46,209,104,17,12,68,33,3,0,253,163,50,0,219,--,--,--,54,53,30,0,75,68,42,12,96,64,34,14,0,--,0,0,
非流动资产处置损失(万元),--,--,--,--,827,141,123,2522,199,49,5,2,1,--,--,108,--,--,46,--,21,10,--,60,8,1,--,-151,--,--,--,-86,--,--,--,5,--,--,--,--,0,--,0,0,--,0,0,0,--,0,0,
