报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
营业总收入(万元),32571,131808,87852,54364,25156,104933,71833,46968,23296,79442,54398,36932,19411,62248,42955,25852,12659,48721,36600,22751,12057,47565,37667,25280,12927,57835,43880,29747,14796,51603,38487,24834,12944,28636,20169,12586,6955,31516,26374,18343,10476,41332,32548,23505,36202,27224,26721,21719,
营业收入(万元),32571,131808,87852,54364,25156,104933,71833,46968,23296,79442,54398,36932,19411,62248,42955,25852,12659,48721,36600,22751,12057,47565,37667,25280,12927,57835,43880,29747,14796,51603,38487,24834,12944,28636,20169,12586,6955,31516,26374,18343,10476,41332,32548,23505,36202,27224,26721,21719,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
营业总成本(万元),30889,124274,79276,48604,23162,94171,65095,42356,21525,74063,53060,36402,18898,62343,43150,25979,12600,49280,36593,22703,11720,46055,35980,23897,12293,54334,41368,27850,13550,49456,36586,23751,12141,28756,19574,12062,6555,30825,24925,17068,9386,37792,26606,21076,33724,22769,24687,20263,
营业成本(万元),26263,100960,66682,41466,19603,78296,54656,35704,17440,64962,46379,31691,16386,52241,36165,21955,10822,40716,30124,18695,9833,39246,30967,20849,10782,47983,36567,24556,11973,43077,32085,20775,10904,24504,16934,10478,5629,26040,21512,14852,8291,33688,0,18959,30367,0,22182,18267,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
营业税金及附加(万元),35,1019,235,161,44,541,192,109,36,326,197,131,86,275,177,72,44,198,147,82,48,136,79,30,4,217,136,95,52,396,367,236,180,73,64,56,49,35,25,20,14,178,156,121,97,71,45,13,
销售费用(万元),560,3687,2540,939,396,2251,1595,939,968,1618,1033,680,307,1712,1324,537,286,1145,838,463,252,955,715,440,206,1150,859,579,286,1103,811,506,260,826,526,332,187,983,752,497,239,895,656,492,990,706,759,747,
管理费用(万元),3471,12889,8916,5530,2850,11191,8350,5352,2820,7570,5499,3691,1803,6994,4588,2749,1337,5606,4016,2368,1211,4360,2989,1769,915,3589,2590,1764,862,3401,2184,1422,648,2461,1713,977,495,1986,1419,856,471,1710,1120,767,1302,1027,1082,988,
财务费用(万元),609,1087,830,511,269,134,159,100,262,174,-16,209,264,750,582,329,110,1272,1217,845,376,1298,1079,729,386,1248,932,571,134,834,677,350,148,616,471,353,195,1346,1160,786,372,1214,859,591,823,516,621,181,
资产减值损失(万元),-49,4633,73,-2,--,1757,143,152,-2,-587,-31,0,52,371,314,336,--,343,251,251,--,60,152,80,--,148,284,284,242,645,462,462,--,277,-134,-134,--,435,57,57,--,108,77,146,144,0,-2,67,
公允价值变动收益(万元),--,6001,--,--,--,1674,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,-4,--,--,--,2,--,--,--,0,--,0,--,--,--,--,--,0,0,--,0,0,--,--,
投资收益(万元),40,163,13,-18,23,250,292,240,65,669,478,344,63,558,295,250,15,122,--,--,--,10,12,12,9,--,--,--,--,22,--,--,--,210,--,0,--,245,5,5,5,9,10,10,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,-47,--,--,--,-186,--,--,--,-8,--,--,--,6,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,0,--,--,
