报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),360896,1241169,968089,586053,311399,992849,776470,475124,255200,815824,626275,384210,195667,664686,509234,319114,592949,444925,403615,
营业收入(万元),360896,1241169,968089,586053,311399,992849,776470,475124,255200,815824,626275,384210,195667,664686,509234,319114,592949,444925,403615,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),312640,1107236,826536,523321,266842,871027,642276,400181,204515,702496,511684,320282,161530,625171,462384,303583,562768,425965,343363,
营业成本(万元),284562,985880,746451,473920,244979,774036,572611,355594,179198,603878,438291,278064,137265,540425,401014,263821,495376,357085,285793,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),149,2590,2348,933,344,1934,1382,1187,779,1762,1371,358,22,797,448,365,712,1194,12573,
销售费用(万元),14787,53205,39834,25828,13688,46083,34644,21997,12415,43626,32531,20598,11169,43665,33473,21797,43591,38566,30381,
管理费用(万元),9491,38373,23622,16566,9159,31208,22556,13340,7941,26949,18381,11574,6786,24429,14480,8400,14993,14242,9679,
财务费用(万元),3733,26877,14265,6120,-1305,17984,11148,7661,4220,26772,20727,9281,5912,15063,12794,9036,7494,14036,4237,
资产减值损失(万元),-82,310,16,-46,-24,-218,-66,401,-36,-490,384,406,377,792,174,163,601,842,700,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),93,1511,268,41,53,-455,-682,-229,-108,1774,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),33,73,268,41,53,-490,-682,-229,-108,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),57790,165689,148300,67990,44610,121366,133512,74714,50577,115102,114592,63928,34136,39515,46850,15531,30181,18959,60252,
营业外收入(万元),1175,17165,21733,16268,11518,44872,35393,19876,9945,25332,16168,8027,1751,20905,11715,10446,16250,13140,9158,
营业外支出(万元),37,225,249,139,62,169,142,110,40,288,234,235,42,723,175,168,154,168,188,
非流动资产处置损失(万元),--,--,112,14,7,44,40,36,4,203,161,0,0,10,4,4,31,66,44,
利润总额(万元),58928,182629,169784,84120,56066,166069,168763,94480,60481,140146,130527,71720,35846,59697,58390,25809,46278,31931,69221,
所得税费用(万元),15133,47436,42619,20223,12855,41090,41349,23887,15279,37339,34292,21465,10110,18198,15127,6741,12414,8978,17023,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),43795,135193,127165,63897,43211,124979,127413,70593,45203,102806,96235,50255,25736,41500,43263,19068,33864,22953,52199,
归属于母公司所有者的净利润(万元),43265,132563,124384,62495,42040,124907,126454,71021,45423,104729,97223,51771,26654,42769,43693,19140,33864,22953,52199,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,-71,
少数股东损益(万元),530,2630,2781,1402,1172,71,959,-428,-220,-1922,-988,-1516,-918,-1269,-430,-72,--,--,--,
基本每股收益,0.24,0.74,0.69,0.35,0.33,1.02,1.05,0.61,0.4,0.97,1.83,1.01,0.27,0.86,0.87,0.38,0.68,0.46,1.11,
稀释每股收益,0.24,0.74,0.69,0.35,0.33,1.02,1.05,0.61,0.4,0.97,1.83,1.01,0.27,0.86,0.87,0.38,0.68,0.46,1.11,
