报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),65627,41921,20809,46902,29524,15902,6227,16820,12170,12420,5954,10029,7502,4957,
营业收入(万元),65627,41921,20809,46902,29524,15902,6227,16820,12170,12420,5954,10029,7502,4957,
利息收入(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),57934,35743,18097,41076,25228,13023,5126,14274,10818,10267,4467,7616,5744,4042,
营业成本(万元),51704,32010,16212,36067,22074,11097,4027,10298,7573,7166,3181,4963,3284,2299,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),175,116,71,150,95,60,32,62,48,164,94,264,258,204,
销售费用(万元),600,399,181,646,465,309,157,570,412,529,174,477,453,310,
管理费用(万元),4797,2812,1253,3622,2173,1235,624,2207,1649,1991,963,1895,1692,1180,
财务费用(万元),385,245,153,454,137,100,80,30,21,-2,-8,-5,6,0,
资产减值损失(万元),272,162,227,137,284,223,206,1107,1115,418,63,21,51,48,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),36,27,13,--,--,--,--,7,7,44,38,--,1,-9,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,1,-9,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,56,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7729,6205,2781,5826,4296,2879,1101,2554,1359,2198,1525,2413,1759,905,
营业外收入(万元),616,422,7,281,251,232,24,567,375,252,228,278,317,58,
营业外支出(万元),11,2,2,14,13,8,4,13,9,13,6,10,9,5,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,
利润总额(万元),8334,6625,2785,6093,4534,3104,1121,3108,1726,2437,1747,2680,2067,958,
所得税费用(万元),2024,1590,603,1262,986,611,207,533,336,404,293,406,331,174,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6310,5035,2182,4831,3548,2492,914,2575,1389,2033,1455,2274,1736,784,
归属于母公司所有者的净利润(万元),6139,5032,2188,4843,3555,2496,916,2578,1390,2033,1455,2274,1736,784,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,-119,-267,
少数股东损益(万元),171,3,-6,-12,-7,-4,-2,-3,-1,--,--,--,--,--,
基本每股收益,0.77,1.26,0.55,1.61,1.19,0.83,0.31,0.86,0.46,0.68,0.48,0.76,0.6,--,
稀释每股收益,0.77,1.26,0.55,1.61,1.19,0.83,0.31,0.86,0.46,0.68,0.48,0.76,0.6,--,
