报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),29022,22253,9037,17638,8449,4572,2372,12373,7769,5121,2504,9477,6829,4353,2499,14873,11287,8557,4163,28147,20466,14050,7529,22908,16642,11422,4731,27727,20354,13748,7836,23423,16773,11238,5551,24534,19272,14172,6772,25398,19346,14209,7436,26523,19932,14099,6844,26289,20218,13529,6307,
营业收入(万元),29022,22253,9037,17638,8449,4572,2372,12373,7769,5121,2504,9477,6829,4353,2499,14873,11287,8557,4163,28147,20466,14050,7529,22908,16642,11422,4731,27727,20354,13748,7836,23423,16773,11238,5542,24534,19272,14172,6772,25398,19346,14209,7436,26523,19932,14099,6844,26289,20218,13529,6307,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
营业总成本(万元),27954,21031,9151,18807,9659,5373,2707,13775,9292,6225,3119,11603,8092,4953,2830,14949,11337,9058,4484,28382,21252,14470,7736,31734,19711,13679,5278,27701,19879,13409,7631,24661,16846,11227,5549,29710,22833,16539,6661,25891,18411,13202,6807,26499,21094,13836,6624,26233,19830,13251,6108,
营业成本(万元),17888,14110,6052,10520,5076,2667,1406,7607,5017,3631,1653,6499,4836,3082,1841,8894,6957,5961,2827,19827,15173,10628,5693,16795,11797,8295,3524,16741,12099,7925,4557,12932,9254,6131,3089,14984,11888,8938,4226,13475,10615,7619,3819,18416,13842,9511,4516,18265,13882,9197,4048,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
