报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),346954,219138,101033,409581,301445,178362,84017,262137,185319,99778,49925,207047,142031,83102,38700,212936,165585,104023,50702,221383,161914,90164,38564,145280,101005,53811,24480,131591,95974,42799,17781,122286,84708,37739,15177,110028,74927,15166,95558,73984,
营业收入(万元),346954,216612,101033,409581,301445,178362,84017,262137,185319,99778,49925,207047,142031,83102,38700,212936,165585,104023,50702,221383,161914,90164,38564,145280,101005,53811,24480,131591,95974,42799,17781,122286,84708,37739,15177,110028,74927,15166,95558,73984,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业总成本(万元),331115,209035,98855,393901,289892,171026,82086,252718,179203,99568,50303,205795,142232,87487,41195,211193,162429,101853,49010,217113,159342,90188,39929,168403,110434,60863,27543,130801,93374,44002,18167,114458,79848,39152,16666,101139,69291,16685,88263,66940,
营业成本(万元),301819,189508,89274,353604,262471,153422,73714,228699,162531,88720,43748,185256,129968,77183,35643,187032,143849,89573,41688,192475,144325,79539,36464,140254,97974,53290,24289,118529,86010,39966,16399,104320,74014,36489,15147,93276,63186,14984,80192,61151,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
