报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),100920,61687,25002,136407,80116,56007,27255,126388,79755,54624,26520,111923,106381,101657,94035,28952,86606,71525,70769,
营业收入(万元),100920,61687,25002,136407,80116,56007,27255,126388,79755,54624,26520,111923,106381,101657,94035,28952,86606,71525,70769,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),93247,58222,22364,119559,72955,50868,24415,109734,73205,50249,23741,98378,92162,85845,79240,25674,74235,62555,68911,
营业成本(万元),75218,46852,17743,96560,57451,40417,19163,88984,56826,39402,18651,78970,74754,72020,66842,20923,61831,51757,51397,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),968,461,204,1226,398,119,20,765,339,145,56,717,709,698,644,83,507,405,385,
销售费用(万元),7013,4623,2238,9733,6603,4246,1942,8011,5849,4018,2122,6928,5754,5147,4689,1891,4564,3729,1863,
管理费用(万元),8142,4493,2016,9407,7433,5105,2680,9731,7441,5132,2162,9295,8625,7654,7121,3118,6024,5268,4460,
财务费用(万元),113,52,16,427,444,338,197,1323,1064,685,333,785,34,46,550,286,1573,1870,2707,
资产减值损失(万元),1792,1741,146,2206,626,644,412,921,1686,866,416,1683,2286,280,-607,-628,-263,-474,8100,
公允价值变动收益(万元),-1,--,--,--,--,--,--,--,--,--,--,--,-5,0,-24,-68,-148,172,5,
投资收益(万元),894,598,118,778,159,57,-83,881,287,178,-56,1728,1174,182,521,-259,1912,1946,500,
对联营企业和合营企业的投资收益(万元),459,260,-39,309,19,-13,-122,881,351,178,-56,1728,1172,188,977,-22,1440,1259,503,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8566,4063,2756,17626,7320,5196,2758,17534,6837,4554,2724,15273,15389,15995,15292,2950,14135,11088,2363,
营业外收入(万元),1453,1211,258,1107,834,539,268,2614,2255,1040,917,355,951,353,497,272,335,212,215,
营业外支出(万元),29,7,3,58,26,16,16,163,42,31,9,8,409,4,93,5,8,115,256,
非流动资产处置损失(万元),16,5,--,27,25,16,16,21,20,9,9,6,16,2,4,4,5,32,234,
利润总额(万元),9989,5267,3010,18676,8128,5718,3010,19986,9051,5563,3631,15620,15931,16344,15696,3217,14461,11185,2322,
所得税费用(万元),1574,855,527,2525,1286,879,452,2770,1380,890,743,2186,2602,2511,2180,560,2047,1607,567,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8415,4412,2483,16151,6842,4840,2558,17216,7671,4673,2889,13434,13329,13833,13516,2657,12415,9578,1755,
归属于母公司所有者的净利润(万元),8579,4412,2483,16151,6842,4840,2558,17216,7671,4673,2889,13434,13329,13833,13516,2657,12415,9578,1755,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-164,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.21,0.11,0.06,0.41,0.17,0.13,0.07,0.48,0.21,0.13,0.08,0.37,0.37,0.38,0.64,0.13,0.65,0.51,0.09,
稀释每股收益,0.21,0.11,0.06,0.41,0.17,0.13,0.07,0.48,0.21,0.13,0.08,0.37,0.37,0.38,0.64,0.13,0.65,0.51,0.09,
