报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),124394,82905,38075,143159,101816,64088,29515,105032,71885,46508,22612,108234,83285,57322,28801,118486,87319,56084,25940,108965,79492,53875,22973,114687,87901,58649,28608,113669,85962,55140,24846,106036,80908,54074,25956,66550,47632,29953,71262,45115,23093,
营业收入(万元),124394,82905,38075,143159,101816,64088,29515,105032,71885,46508,22612,108234,83285,57322,28801,118486,87319,56084,25940,108965,79492,53875,22973,114687,87901,58649,28608,113669,85962,55140,24846,106036,80908,54074,25956,66550,47632,29953,71262,45115,23093,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
营业总成本(万元),116727,77607,35923,143695,97402,61302,28274,102246,69261,44461,21907,105362,80329,54970,27625,130442,84403,54086,24876,106138,76622,51848,21893,112316,83470,55664,26867,106817,78136,49772,22417,95111,71727,47314,22857,58043,41044,25563,63803,40109,21089,
营业成本(万元),104695,69155,31318,116659,82968,51915,23889,87641,60196,39033,19490,92993,72310,50296,25446,103005,76634,49128,22837,94822,70006,47688,20232,103893,77847,51990,25133,99748,73151,46829,20890,89634,66821,44370,21369,53949,38271,24032,58651,37342,19709,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
