报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),58977,225050,162602,104277,49367,193400,142153,92452,44576,171809,130548,84606,41362,156146,113589,71316,32476,132883,97300,63604,31140,81485,55466,35411,17142,68573,50415,32950,42934,30562,29133,
营业收入(万元),58977,225050,162602,104277,49367,193400,142153,92452,44576,171809,130548,84606,41362,156146,113589,71316,32476,132883,97300,63604,31140,81485,55466,35411,17142,68573,50415,32950,42934,30562,29133,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),55460,205539,149589,96277,46126,182056,127583,82094,41365,157560,119234,74810,37794,139346,102250,62592,29272,124440,88708,57559,29469,75471,50248,31792,15949,63631,45438,29647,37516,26095,26094,
营业成本(万元),44077,159654,112758,72496,35457,136144,93777,62875,30554,115733,88485,55767,27641,103712,76683,48697,22715,91686,66622,43203,21800,55163,37529,23543,11602,44671,33480,22327,26246,18207,17804,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
